Date,Temp (°C),Humidity (%),Season,Solar Energy (kWh),Precipitation (mm),Population,Total Usage (kWh),Urban Usage (kWh),Rural Usage (kWh),Urban Household (kWh),Urban Industrial (kWh),Urban Commercial (kWh),Urban Others (kWh),Rural Household (kWh),Rural Industrial (kWh),Rural Commercial (kWh),Rural Others (kWh),Period,Adjusted Total Usage (kWh)
2022-05-24,28.2,67.1,Summer,22.0,0.0,3130000.0,4613.272091124256,3229.2904637869788,1383.981627337277,968.7871391360936,807.3226159467447,645.8580927573958,161.46452318934894,622.7917323017746,345.9954068343192,276.7963254674554,138.3981627337277,,
2022-05-25,28.1,65.6,Summer,25.4,0.0,3130000.0,4818.668575983164,3373.0680031882143,1445.6005727949494,1011.9204009564644,843.2670007970536,674.6136006376429,168.65340015941072,650.5202577577272,361.4001431987373,289.1201145589899,144.56005727949494,,
2022-05-26,27.7,67.3,Summer,22.9,0.0,3130000.0,4700.125908388953,3290.088135872267,1410.037772516686,987.02644076168,822.5220339680667,658.0176271744534,164.50440679361336,634.5169976325087,352.5094431291715,282.0075545033372,141.0037772516686,,
2022-05-27,27.6,64.6,Summer,22.9,0.0,3130000.0,4790.616364934287,3353.431455454001,1437.1849094802865,1006.0294366362002,838.3578638635003,670.6862910908003,167.67157277270007,646.7332092661289,359.2962273700716,287.4369818960573,143.71849094802866,,
2022-05-28,27.4,65.3,Summer,22.7,0.0,3130000.0,4831.73866320182,3382.2170642412734,1449.521598960546,1014.665119272382,845.5542660603184,676.4434128482548,169.1108532120637,652.2847195322457,362.3803997401365,289.9043197921092,144.9521598960546,,
2022-05-29,27.4,66.6,Summer,21.4,0.0,3130000.0,4487.930592197351,3141.5514145381453,1346.3791776592054,942.4654243614436,785.3878536345363,628.3102829076291,157.07757072690728,605.8706299466425,336.59479441480136,269.2758355318411,134.63791776592055,,
2022-05-30,27.6,66.6,Summer,23.4,0.0,3130000.0,4527.576778846945,3169.303745192861,1358.2730336540835,950.7911235578582,792.3259362982152,633.8607490385722,158.46518725964305,611.2228651443376,339.5682584135209,271.65460673081674,135.82730336540837,,
2022-05-31,28.0,66.4,Summer,23.5,0.0,3130000.0,4527.613070494436,3169.329149346105,1358.283921148331,950.7987448038316,792.3322873365263,633.8658298692211,158.46645746730528,611.227764516749,339.5709802870828,271.65678422966624,135.82839211483312,,
2022-06-01,27.5,66.7,Monsoon,18.7,0.0,3130000.0,3445.236847826543,2411.66579347858,1033.5710543479631,723.499738043574,602.916448369645,482.333158695716,120.583289673929,465.1069744565834,258.3927635869908,206.71421086959265,103.35710543479632,,
2022-06-02,28.3,63.7,Monsoon,21.0,0.0,3130000.0,3454.8680086374893,2418.4076060462426,1036.460402591247,725.5222818138727,604.6019015115606,483.68152120924856,120.92038030231214,466.4071811660612,259.11510064781174,207.2920805182494,103.6460402591247,,
2022-06-03,28.2,64.6,Monsoon,24.9,0.0,3130000.0,3578.878486525487,2505.2149405678406,1073.6635459576462,751.5644821703521,626.3037351419601,501.0429881135681,125.26074702839205,483.1485956809408,268.41588648941155,214.73270919152924,107.36635459576462,,
2022-06-04,28.7,63.2,Monsoon,25.6,0.0,3130000.0,3530.350685876564,2471.2454801135946,1059.1052057629693,741.3736440340783,617.8113700283986,494.24909602271896,123.56227400567974,476.5973425933362,264.7763014407423,211.82104115259384,105.91052057629692,,
2022-06-05,28.6,65.3,Monsoon,23.8,0.0,3130000.0,3647.924679947508,2553.547275963256,1094.3774039842524,766.0641827889768,638.386818990814,510.70945519265126,127.67736379816282,492.4698317929136,273.5943509960631,218.8754807968505,109.43774039842523,,
2022-06-06,27.9,66.1,Monsoon,19.4,0.0,3130000.0,3635.605238714386,2544.92366710007,1090.681571614316,763.477100130021,636.2309167750175,508.984733420014,127.2461833550035,490.8067072264422,272.670392903579,218.1363143228632,109.0681571614316,,
2022-06-07,27.5,68.4,Monsoon,13.9,0.0,3130000.0,3674.617987491061,2572.2325912437427,1102.3853962473186,771.6697773731228,643.0581478109357,514.4465182487486,128.61162956218715,496.07342831129336,275.59634906182964,220.4770792494637,110.23853962473186,,
2022-06-08,28.1,71.2,Monsoon,19.3,0.0,3130000.0,3691.3473559360327,2583.9431491552227,1107.40420678081,775.1829447465668,645.9857872888057,516.7886298310445,129.19715745776114,498.3318930513645,276.8510516952025,221.480841356162,110.740420678081,,
2022-06-09,26.6,75.7,Monsoon,17.6,0.0,3130000.0,3422.5534842254906,2395.787438957844,1026.766045267647,718.7362316873532,598.946859739461,479.1574877915689,119.78937194789222,462.0447203704412,256.6915113169118,205.35320905352944,102.67660452676472,,
2022-06-10,26.5,77.9,Monsoon,20.7,0.0,3130000.0,3575.940103962625,2503.158072773838,1072.782031188788,750.9474218321513,625.7895181934595,500.6316145547676,125.15790363869188,482.75191403495467,268.195507797197,214.55640623775764,107.27820311887882,,
2022-06-11,25.4,82.8,Monsoon,9.8,0.0,3130000.0,3441.642513226156,2409.149759258309,1032.492753967847,722.7449277774928,602.2874398145773,481.82995185166186,120.45748796291548,464.62173928553113,258.12318849196174,206.4985507935694,103.2492753967847,,
2022-06-12,25.8,78.0,Monsoon,7.7,0.0,3130000.0,3586.2705131355224,2510.3893591948654,1075.881153940657,753.1168077584596,627.5973397987163,502.0778718389731,125.51946795974328,484.14651927329567,268.97028848516425,215.17623078813145,107.58811539406572,,
2022-06-13,27.1,71.5,Monsoon,17.8,0.0,3130000.0,3549.413169296366,2484.5892185074563,1064.82395078891,745.3767655522369,621.1473046268641,496.9178437014913,124.22946092537282,479.17077785500953,266.2059876972275,212.964790157782,106.482395078891,,
2022-06-14,26.9,71.2,Monsoon,21.6,0.0,3130000.0,3418.555715267512,2392.9890006872583,1025.5667145802538,717.8967002061775,598.2472501718146,478.5978001374517,119.64945003436291,461.50502156111423,256.39167864506345,205.1133429160508,102.5566714580254,,
2022-06-15,27.2,71.0,Monsoon,19.8,0.0,3130000.0,3687.129357615632,2580.990550330942,1106.1388072846896,774.2971650992826,645.2476375827355,516.1981100661884,129.0495275165471,497.7624632781103,276.5347018211724,221.22776145693797,110.61388072846896,,
2022-06-16,26.8,74.4,Monsoon,17.8,0.0,3130000.0,3398.5007299668177,2378.9505109767724,1019.5502189900454,713.6851532930317,594.7376277441931,475.7901021953545,118.94752554883864,458.7975985455204,254.88755474751136,203.9100437980091,101.95502189900456,,
2022-06-17,26.8,74.1,Monsoon,16.4,0.0,3130000.0,3625.938090341861,2538.156663239303,1087.7814271025586,761.4469989717908,634.5391658098257,507.6313326478606,126.90783316196514,489.5016421961514,271.94535677563965,217.55628542051173,108.77814271025586,,
2022-06-18,26.9,72.7,Monsoon,19.1,0.0,3130000.0,3537.740710114495,2476.418497080146,1061.3222130343486,742.9255491240439,619.1046242700365,495.28369941602926,123.82092485400732,477.5949958654569,265.33055325858714,212.2644426068697,106.13222130343486,,
2022-06-19,26.0,76.5,Monsoon,13.5,0.0,3130000.0,3596.53249160525,2517.572744123675,1078.9597474815753,755.2718232371025,629.3931860309187,503.514548824735,125.87863720618375,485.5318863667089,269.7399368703938,215.79194949631503,107.89597474815751,,
2022-06-20,24.2,86.1,Monsoon,5.8,0.0,3130000.0,3622.2816889684736,2535.597182277932,1086.6845066905423,760.6791546833796,633.899295569483,507.1194364555864,126.7798591138966,489.00802801074406,271.6711266726356,217.33690133810848,108.66845066905424,,
2022-06-21,24.6,82.5,Monsoon,11.0,0.0,3130000.0,3447.734775719329,2413.41434300353,1034.3204327157987,724.0243029010591,603.3535857508825,482.68286860070606,120.67071715017651,465.44419472210944,258.5801081789497,206.86408654315971,103.43204327157989,,
2022-06-22,24.8,82.0,Monsoon,9.9,0.0,3130000.0,3593.3982087134177,2515.378746099392,1078.0194626140255,754.6136238298176,628.844686524848,503.0757492198785,125.7689373049696,485.1087581763115,269.5048656535064,215.60389252280515,107.80194626140256,,
2022-06-23,24.8,84.9,Monsoon,11.7,0.0,3130000.0,3408.8002649347554,2386.1601854543287,1022.6400794804268,715.8480556362986,596.5400463635822,477.2320370908658,119.30800927271645,460.18803576619206,255.6600198701067,204.52801589608535,102.26400794804267,,
2022-06-24,25.0,83.2,Monsoon,8.9,0.0,3130000.0,3494.317887696365,2446.0225213874555,1048.2953663089097,733.8067564162367,611.5056303468639,489.2045042774912,122.30112606937278,471.73291483900937,262.0738415772274,209.65907326178197,104.82953663089096,,
2022-06-25,24.9,82.5,Monsoon,9.1,0.0,3130000.0,3653.4843413707176,2557.4390389595023,1096.0453024112155,767.2317116878506,639.3597597398756,511.4878077919005,127.87195194797512,493.220386085047,274.0113256028039,219.2090604822431,109.60453024112157,,
2022-06-26,24.9,83.3,Monsoon,8.7,0.0,3130000.0,3526.8536600229468,2468.797562016063,1058.0560980068842,740.6392686048188,617.1993905040157,493.75951240321257,123.43987810080314,476.1252441030979,264.51402450172105,211.6112196013769,105.80560980068844,,
2022-06-27,24.2,87.1,Monsoon,9.1,0.0,3130000.0,3496.6763272473013,2447.6734290731106,1049.0028981741905,734.3020287219332,611.9183572682776,489.53468581462215,122.38367145365554,472.05130417838575,262.2507245435476,209.8005796348381,104.90028981741904,,
2022-06-28,24.4,87.5,Monsoon,12.7,0.0,3130000.0,3576.77831286999,2503.7448190089926,1073.0334938609972,751.1234457026977,625.9362047522482,500.74896380179854,125.18724095044963,482.8650722374487,268.2583734652493,214.60669877219945,107.30334938609973,,
2022-06-29,25.4,81.3,Monsoon,15.3,0.0,3130000.0,3430.460329779097,2401.322230845368,1029.1380989337292,720.3966692536103,600.330557711342,480.2644461690736,120.0661115422684,463.11214452017816,257.2845247334323,205.82761978674583,102.91380989337291,,
2022-06-30,24.8,83.4,Monsoon,12.5,0.0,3130000.0,3602.764280760573,2521.934996532401,1080.829284228172,756.5804989597202,630.4837491331002,504.3869993064802,126.09674982662006,486.37317790267736,270.207321057043,216.1658568456344,108.0829284228172,,
2022-07-01,24.0,89.6,Monsoon,7.9,0.0,3130000.0,3676.410814416425,2573.4875700914977,1102.9232443249275,772.0462710274493,643.3718925228744,514.6975140182996,128.6743785045749,496.3154599462174,275.7308110812319,220.58464886498552,110.29232443249276,,
2022-07-02,24.4,88.1,Monsoon,13.3,0.0,3130000.0,3582.2908769419973,2507.603613859398,1074.6872630825994,752.2810841578195,626.9009034648495,501.52072277187966,125.38018069296992,483.6092683871698,268.67181577064986,214.9374526165199,107.46872630825996,,
2022-07-03,25.0,85.5,Monsoon,15.0,0.0,3130000.0,3494.659678121808,2446.261774685265,1048.3979034365425,733.8785324055796,611.5654436713163,489.252354937053,122.31308873426326,471.7790565464441,262.0994758591356,209.6795806873085,104.83979034365426,,
2022-07-04,23.9,90.9,Monsoon,11.1,0.0,3130000.0,3646.159957893984,2552.311970525788,1093.8479873681952,765.6935911577365,638.077992631447,510.46239410515767,127.61559852628942,492.2315943156879,273.4619968420488,218.76959747363904,109.38479873681952,,
2022-07-05,23.6,90.5,Monsoon,4.7,0.0,3130000.0,3519.774348639262,2463.842044047484,1055.9323045917788,739.1526132142451,615.960511011871,492.7684088094968,123.1921022023742,475.1695370663005,263.9830761479447,211.18646091835575,105.59323045917787,,
2022-07-06,23.3,94.0,Monsoon,7.4,0.0,3130000.0,3641.5248220452377,2549.0673754316663,1092.4574466135714,764.7202126294999,637.2668438579166,509.81347508633326,127.45336877158331,491.6058509761072,273.11436165339285,218.4914893227143,109.24574466135716,,
2022-07-07,23.0,94.6,Monsoon,3.9,0.0,3130000.0,3653.03848817706,2557.126941723942,1095.9115464531185,767.1380825171825,639.2817354309855,511.4253883447884,127.8563470861971,493.16019590390334,273.9778866132796,219.1823092906237,109.59115464531186,,
2022-07-08,23.2,93.3,Monsoon,4.2,0.0,3130000.0,3686.1270580488417,2580.288940634189,1105.8381174146527,774.0866821902567,645.0722351585473,516.0577881268379,129.01444703170947,497.6271528365937,276.4595293536632,221.16762348293057,110.58381174146528,,
2022-07-09,22.9,94.8,Monsoon,2.6,0.0,3130000.0,3642.329618757716,2549.630733130401,1092.698885627315,764.8892199391203,637.4076832826003,509.92614662608025,127.48153665652006,491.7144985322917,273.1747214068287,218.539777125463,109.2698885627315,,
2022-07-10,23.0,93.0,Monsoon,4.3,0.0,3130000.0,3516.4129535647376,2461.489067495316,1054.923886069421,738.4467202485947,615.372266873829,492.2978134990632,123.0744533747658,474.7157487312395,263.7309715173553,210.98477721388423,105.49238860694211,,
2022-07-11,22.5,95.3,Monsoon,2.9,0.0,3130000.0,3674.753444995121,2572.3274114965843,1102.4260334985363,771.6982234489752,643.0818528741461,514.4654822993169,128.61637057482923,496.0917150743413,275.6065083746341,220.48520669970728,110.24260334985364,,
2022-07-12,22.3,95.3,Monsoon,2.8,0.0,3130000.0,3583.5679107235687,2508.497537506498,1075.0703732170707,752.5492612519494,627.1243843766244,501.6995075012996,125.4248768753249,483.78166794768185,268.7675933042677,215.01407464341412,107.50703732170707,,
2022-07-13,22.2,95.8,Monsoon,2.4,0.0,3130000.0,3629.582378892622,2540.707665224835,1088.8747136677866,762.2122995674505,635.1769163062088,508.1415330449671,127.03538326124176,489.993621150504,272.21867841694666,217.7749427335573,108.88747136677868,,
2022-07-14,22.6,93.9,Monsoon,4.6,0.0,3130000.0,3524.7560167872607,2467.3292117510823,1057.4268050361784,740.1987635253247,616.8323029377706,493.46584235021646,123.36646058755412,475.84206226628027,264.3567012590446,211.4853610072357,105.74268050361783,,
2022-07-15,22.9,93.6,Monsoon,5.4,0.0,3130000.0,3546.7269033044017,2482.708832313081,1064.0180709913209,744.8126496939243,620.6772080782703,496.5417664626162,124.13544161565406,478.8081319460944,266.0045177478302,212.8036141982642,106.4018070991321,,
2022-07-16,23.6,91.0,Monsoon,10.6,0.0,3130000.0,3616.610232676676,2531.627162873673,1084.983069803003,759.4881488621019,632.9067907184183,506.3254325747346,126.58135814368366,488.24238141135135,271.24576745075075,216.9966139606006,108.4983069803003,,
2022-07-17,24.2,89.3,Monsoon,14.7,0.0,3130000.0,3472.638765441628,2430.84713580914,1041.7916296324886,729.254140742742,607.711783952285,486.169427161828,121.542356790457,468.8062333346199,260.44790740812215,208.3583259264977,104.17916296324888,,
2022-07-18,23.1,92.1,Monsoon,5.6,0.0,3130000.0,3656.207346406183,2559.345142484328,1096.862203921855,767.8035427452984,639.836285621082,511.8690284968656,127.9672571242164,493.5879917648348,274.2155509804638,219.37244078437104,109.68622039218552,,
2022-07-19,23.6,90.4,Monsoon,10.7,0.0,3130000.0,3600.942200772582,2520.6595405408075,1080.2826602317748,756.1978621622422,630.1648851352019,504.1319081081615,126.03297702704036,486.12719710429866,270.0706650579437,216.05653204635496,108.02826602317748,,
2022-07-20,23.9,87.9,Monsoon,13.8,0.0,3130000.0,3524.587505976122,2467.2112541832853,1057.376251792837,740.1633762549856,616.8028135458213,493.4422508366571,123.36056270916428,475.8193133067766,264.3440629482092,211.4752503585674,105.7376251792837,,
2022-07-21,24.0,87.4,Monsoon,15.0,0.0,3130000.0,3471.002495659807,2429.701746961865,1041.3007486979425,728.9105240885594,607.4254367404662,485.940349392373,121.48508734809326,468.5853369140741,260.3251871744856,208.2601497395885,104.13007486979426,,
2022-07-22,24.2,84.8,Monsoon,14.9,0.0,3130000.0,3477.884362627733,2434.5190538394127,1043.36530878832,730.3557161518238,608.6297634598532,486.9038107678825,121.72595269197063,469.514388954744,260.84132719708,208.673061757664,104.336530878832,,
2022-07-23,23.4,89.5,Monsoon,9.8,0.0,3130000.0,3422.3654006585534,2395.6557804609874,1026.7096201975662,718.6967341382962,598.9139451152469,479.1311560921975,119.78278902304938,462.0193290889048,256.67740504939155,205.3419240395133,102.67096201975664,,
2022-07-24,22.9,92.1,Monsoon,4.4,0.0,3130000.0,3496.596538354137,2447.617576847896,1048.9789615062414,734.2852730543688,611.904394211974,489.5235153695792,122.3808788423948,472.04053267780864,262.24474037656034,209.7957923012483,104.89789615062416,,
2022-07-25,23.7,87.8,Monsoon,10.6,0.0,3130000.0,3388.2188523041923,2371.7531966129345,1016.465655691258,711.5259589838803,592.9382991532336,474.3506393225869,118.58765983064671,457.4095450610661,254.1164139228145,203.2931311382516,101.6465655691258,,
2022-07-26,23.6,87.7,Monsoon,9.2,0.0,3130000.0,3458.273093189266,2420.791165232486,1037.48192795678,726.2373495697458,605.1977913081215,484.1582330464972,121.03955826162432,466.8668675805511,259.370481989195,207.496385591356,103.748192795678,,
2022-07-27,23.9,88.6,Monsoon,11.5,0.0,3130000.0,3433.949749204268,2403.7648244429874,1030.1849247612804,721.1294473328962,600.9412061107469,480.7529648885975,120.18824122214936,463.5832161425762,257.5462311903201,206.0369849522561,103.01849247612805,,
2022-07-28,25.3,84.4,Monsoon,16.1,0.0,3130000.0,3497.3017316831133,2448.11121217818,1049.1905195049342,734.433363653454,612.027803044545,489.622242435636,122.405560608909,472.1357337772204,262.29762987623354,209.83810390098685,104.91905195049344,,
2022-07-29,25.3,87.4,Monsoon,15.4,0.0,3130000.0,3530.574613417713,2471.402229392399,1059.172384025314,741.4206688177197,617.8505573480998,494.28044587847984,123.57011146961996,476.6275728113913,264.7930960063285,211.8344768050628,105.9172384025314,,
2022-07-30,25.4,83.3,Monsoon,14.0,0.0,3130000.0,3578.3403284056217,2504.838229883935,1073.5020985216863,751.4514689651805,626.2095574709838,500.967645976787,125.24191149419676,483.0759443347589,268.3755246304216,214.7004197043373,107.35020985216865,,
2022-07-31,25.3,82.4,Monsoon,17.5,0.0,3130000.0,3407.36436092953,2385.1550526506708,1022.2093082788592,715.5465157952012,596.2887631626677,477.03101053013415,119.25775263253354,459.99418872548665,255.5523270697148,204.44186165577185,102.22093082788592,,
2022-08-01,25.2,81.6,Monsoon,16.7,0.0,3130000.0,3430.098347646149,2401.068843352304,1029.0295042938449,720.3206530056913,600.267210838076,480.21376867046087,120.05344216761522,463.0632769322302,257.2573760734612,205.80590085876895,102.90295042938448,,
2022-08-02,25.2,82.3,Monsoon,17.6,0.0,3130000.0,3653.741632858089,2557.619143000662,1096.122489857427,767.2857429001986,639.4047857501655,511.5238286001325,127.88095715003313,493.2551204358421,274.0306224643567,219.2244979714854,109.6122489857427,,
2022-08-03,25.3,84.2,Monsoon,14.7,0.0,3130000.0,3678.516811775214,2574.9617682426497,1103.5550435325645,772.4885304727949,643.7404420606624,514.99235364853,128.7480884121325,496.5997695896541,275.8887608831411,220.7110087065129,110.35550435325644,,
2022-08-04,25.0,87.5,Monsoon,11.9,0.0,3130000.0,3398.34491994234,2378.8414439596377,1019.503475982702,713.6524331878912,594.7103609899094,475.7682887919276,118.94207219798189,458.7765641922159,254.8758689956755,203.9006951965404,101.9503475982702,,
2022-08-05,23.8,93.4,Monsoon,3.6,0.0,3130000.0,3430.1013383569407,2401.0709368498583,1029.0304015070824,720.3212810549575,600.2677342124646,480.2141873699717,120.05354684249292,463.0636806781871,257.2576003767706,205.8060803014165,102.90304015070824,,
2022-08-06,24.0,88.4,Monsoon,11.9,0.0,3130000.0,3593.8500232640818,2515.695016284857,1078.1550069792247,754.708504885457,628.9237540712143,503.1390032569714,125.78475081424286,485.1697531406512,269.5387517448062,215.63100139584492,107.81550069792247,,
2022-08-07,23.6,91.8,Monsoon,10.0,0.0,3130000.0,3587.0330128177065,2510.9231089723944,1076.109903845312,753.2769326917183,627.7307772430986,502.1846217944789,125.54615544861971,484.2494567303904,269.027475961328,215.2219807690624,107.6109903845312,,
2022-08-08,23.0,95.4,Monsoon,5.5,0.0,3130000.0,3439.03371961675,2407.323603731725,1031.7101158850253,722.1970811195175,601.8309009329313,481.46472074634505,120.36618018658626,464.26955214826137,257.9275289712563,206.34202317700507,103.17101158850254,,
2022-08-09,22.5,94.6,Monsoon,7.3,0.0,3130000.0,3682.274444592053,2577.5921112144365,1104.682333377616,773.2776333643309,644.3980278036091,515.5184222428874,128.87960556072184,497.1070500199272,276.170583344404,220.9364666755232,110.4682333377616,,
2022-08-10,22.9,92.1,Monsoon,10.9,0.0,3130000.0,3475.9307678063137,2433.15153746442,1042.7792303418942,729.9454612393259,608.287884366105,486.630307492884,121.657576873221,469.2506536538524,260.69480758547354,208.55584606837888,104.27792303418944,,
2022-08-11,23.2,91.5,Monsoon,7.8,0.0,3130000.0,3447.6102054699254,2413.327143828948,1034.2830616409778,723.9981431486843,603.331785957237,482.6654287657896,120.6663571914474,465.42737773844,258.57076541024446,206.8566123281956,103.4283061640978,,
2022-08-12,23.2,90.4,Monsoon,14.4,0.0,3130000.0,3544.9766295035643,2481.4836406524946,1063.4929888510694,744.4450921957483,620.3709101631237,496.2967281304989,124.07418203262472,478.5718449829813,265.8732472127673,212.6985977702139,106.34929888510696,,
2022-08-13,23.2,91.4,Monsoon,11.8,0.0,3130000.0,3654.5428576401214,2558.1800003480857,1096.362857292037,767.4540001044257,639.5450000870214,511.6360000696172,127.9090000174043,493.3632857814167,274.09071432300925,219.2725714584074,109.6362857292037,,
2022-08-14,23.3,90.2,Monsoon,13.4,0.0,3130000.0,3628.999941828927,2540.299959280249,1088.6999825486782,762.0899877840747,635.0749898200622,508.0599918560498,127.01499796401244,489.9149921469052,272.1749956371696,217.73999650973565,108.86999825486782,,
2022-08-15,22.8,93.2,Monsoon,6.6,0.0,3130000.0,3584.579617991023,2509.205732593716,1075.373885397307,752.7617197781149,627.301433148429,501.8411465187432,125.4602866296858,483.91824842878816,268.8434713493268,215.07477707946143,107.53738853973071,,
2022-08-16,22.5,91.9,Monsoon,10.1,0.0,3130000.0,3444.7029958053745,2411.292097063762,1033.4108987416123,723.3876291191285,602.8230242659405,482.2584194127524,120.5646048531881,465.0349044337256,258.3527246854031,206.68217974832248,103.34108987416124,,
2022-08-17,23.3,89.6,Monsoon,13.5,0.0,3130000.0,3679.155944004409,2575.4091608030863,1103.746783201323,772.6227482409258,643.8522902007716,515.0818321606173,128.77045804015432,496.6860524405954,275.9366958003308,220.74935664026464,110.37467832013232,,
2022-08-18,23.5,89.5,Monsoon,12.9,0.0,3130000.0,3675.039493301536,2572.527645311075,1102.5118479904609,771.7582935933225,643.1319113277688,514.505529062215,128.62638226555376,496.1303315957074,275.6279619976152,220.50236959809217,110.25118479904609,,
2022-08-19,23.5,90.6,Monsoon,12.9,0.0,3130000.0,3681.439532917128,2577.0076730419896,1104.4318598751386,773.1023019125969,644.2519182604974,515.4015346083979,128.85038365209948,496.9943369438124,276.10796496878464,220.8863719750277,110.44318598751386,,
2022-08-20,23.4,90.6,Monsoon,12.5,0.0,3130000.0,3666.7510693292375,2566.7257485304663,1100.0253207987714,770.0177245591399,641.6814371326166,513.3451497060933,128.3362874265233,495.0113943594472,275.00633019969285,220.00506415975428,110.00253207987714,,
2022-08-21,23.6,87.8,Monsoon,13.8,0.0,3130000.0,3406.720533885588,2384.7043737199115,1022.0161601656764,715.4113121159734,596.1760934299779,476.9408747439823,119.23521868599558,459.9072720745544,255.5040400414191,204.40323203313528,102.20161601656764,,
2022-08-22,23.4,89.5,Monsoon,16.0,0.0,3130000.0,3532.5291998158737,2472.770439871111,1059.7587599447622,741.8311319613333,618.1926099677778,494.5540879742223,123.63852199355556,476.89144197514304,264.93968998619056,211.95175198895245,105.97587599447624,,
2022-08-23,23.6,90.0,Monsoon,12.2,0.0,3130000.0,3532.0960430087853,2472.4672301061496,1059.6288129026357,741.7401690318449,618.1168075265374,494.49344602122994,123.62336150530749,476.83296580618605,264.9072032256589,211.92576258052716,105.96288129026355,,
2022-08-24,23.8,88.9,Monsoon,12.3,0.0,3130000.0,3524.8838177458847,2467.418672422119,1057.4651453237657,740.2256017266357,616.8546681055298,493.4837344844239,123.37093362110596,475.8593153956946,264.3662863309414,211.4930290647532,105.74651453237658,,
2022-08-25,24.1,85.4,Monsoon,15.2,0.0,3130000.0,3515.668781866299,2460.9681473064093,1054.7006345598895,738.2904441919228,615.2420368266023,492.1936294612819,123.04840736532049,474.6152855519503,263.6751586399724,210.94012691197796,105.47006345598896,,
2022-08-26,24.5,80.5,Monsoon,16.9,0.0,3130000.0,3393.241946773236,2375.269362741265,1017.9725840319708,712.5808088223795,593.8173406853163,475.053872548253,118.76346813706326,458.0876628143869,254.4931460079927,203.59451680639413,101.79725840319708,,
2022-08-27,24.2,81.2,Monsoon,17.0,0.0,3130000.0,3473.967137826195,2431.7769964783365,1042.1901413478586,729.5330989435009,607.9442491195841,486.3553992956673,121.58884982391685,468.9855636065364,260.54753533696464,208.43802826957173,104.21901413478588,,
2022-08-28,24.2,80.0,Monsoon,16.1,0.0,3130000.0,3550.340630110601,2485.2384410774207,1065.1021890331804,745.5715323232262,621.3096102693552,497.0476882154842,124.26192205387105,479.2959850649312,266.2755472582951,213.0204378066361,106.51021890331803,,
2022-08-29,24.7,79.8,Monsoon,17.3,0.0,3130000.0,3511.0345422973096,2457.7241796081166,1053.310362689193,737.317253882435,614.4310449020292,491.54483592162336,122.88620898040584,473.9896632101368,263.32759067229824,210.6620725378386,105.3310362689193,,
2022-08-30,25.4,82.4,Monsoon,16.6,0.0,3130000.0,3450.4903425700213,2415.3432397990146,1035.1471027710063,724.6029719397044,603.8358099497536,483.06864795980295,120.76716198995074,465.81619624695287,258.7867756927516,207.02942055420127,103.51471027710063,,
2022-08-31,25.1,86.5,Monsoon,17.5,0.0,3130000.0,3576.980252370184,2503.8861766591285,1073.0940757110552,751.1658529977385,625.9715441647821,500.77723533182575,125.19430883295644,482.8923340699749,268.2735189277638,214.61881514221105,107.30940757110552,,
2022-09-01,24.9,83.7,Autumn,14.8,0.0,3130000.0,3918.917278635654,3040.910207072586,1289.2678250814415,912.273062121776,760.2275517681466,608.1820414145172,152.0455103536293,580.1705212866487,322.3169562703604,257.8535650162883,128.92678250814416,,
2022-09-02,26.1,82.2,Autumn,18.9,0.0,3130000.0,4766.823578688509,2362.631111375319,1208.3032628809794,708.7893334125957,590.6577778438298,472.52622227506384,118.13155556876596,543.7364682964408,302.07581572024486,241.6606525761959,120.83032628809796,,
2022-09-03,26.2,82.7,Autumn,18.3,0.0,3130000.0,4444.951514482577,2523.0702454787192,1139.7695491580942,756.9210736436157,630.7675613696798,504.6140490957439,126.15351227393596,512.8962971211424,284.94238728952354,227.95390983161883,113.97695491580942,,
2022-09-04,25.3,86.2,Autumn,11.7,0.0,3130000.0,4248.733119122096,2922.6842493372,1155.42183558775,876.80527480116,730.6710623343,584.5368498674401,146.13421246686002,519.9398260144875,288.8554588969375,231.08436711755,115.542183558775,,
2022-09-05,25.0,85.3,Autumn,11.7,0.0,3130000.0,3597.3378982398867,3070.1591343027408,1307.227957840351,921.0477402908222,767.5397835756852,614.0318268605482,153.50795671513706,588.252581028158,326.8069894600878,261.44559156807026,130.72279578403513,,
2022-09-06,24.7,87.6,Autumn,13.7,0.0,3130000.0,3597.302402741346,3029.0219800258715,1342.483164943474,908.7065940077614,757.2554950064679,605.8043960051743,151.45109900129358,604.1174242245634,335.6207912358685,268.49663298869484,134.24831649434742,,
2022-09-07,24.3,90.2,Autumn,15.2,0.0,3130000.0,3453.215288685177,2588.443601602391,1359.7913446778402,776.5330804807173,647.1109004005978,517.6887203204782,129.42218008011957,611.9061051050281,339.94783616946006,271.95826893556807,135.97913446778404,,
2022-09-08,24.8,88.1,Autumn,13.8,0.0,3130000.0,4642.415994064635,3091.054318906696,1358.92563759343,927.3162956720088,772.763579726674,618.2108637813393,154.55271594533482,611.5165369170436,339.7314093983575,271.785127518686,135.892563759343,,
2022-09-09,24.9,88.8,Autumn,10.9,0.0,3130000.0,4252.34818072606,2601.814462473028,1050.587648153913,780.5443387419084,650.453615618257,520.3628924946056,130.0907231236514,472.76444166926086,262.64691203847826,210.11752963078263,105.05876481539131,,
2022-09-10,25.2,87.5,Autumn,9.8,0.0,3130000.0,4409.748487876532,2692.6210654471824,1228.600410214344,807.7863196341547,673.1552663617956,538.5242130894366,134.63105327235914,552.8701845964548,307.150102553586,245.7200820428688,122.8600410214344,,
