Date,Temp (°C),Humidity (%),Season,Solar Energy (kWh),Precipitation (mm),Population,Total Usage (kWh),Urban Usage (kWh),Rural Usage (kWh)
20-05-2021,26.3,74.4,Summer,22.6,0.7,3130000,3357.175636,2150.386179,1206.789457
21-05-2021,26.5,75.1,Summer,23.8,8,3130000,3226.125493,2179.894861,1046.230631
22-05-2021,26.7,74.7,Summer,13.2,0,3130000,3226.813294,2121.81705,1104.996245
23-05-2021,27,72.3,Summer,21.1,0.1,3130000,3227.501096,1981.276517,1246.224579
24-05-2021,27.5,70.5,Summer,22.5,0,3130000,3228.188898,2198.964641,1029.224257
25-05-2021,27,74,Summer,22.1,0.3,3130000,3228.876699,2154.768441,1074.108258
26-05-2021,27.5,68.6,Summer,24.1,0,3130000,3229.564501,2097.23965,1132.324851
27-05-2021,26.9,71.5,Summer,18.9,1.3,3130000,3230.252303,2222.910846,1007.341457
28-05-2021,27.3,73.6,Summer,18.7,0.7,3130000,3230.940104,2043.486587,1187.453517
29-05-2021,26.5,78.8,Summer,18.9,24,3130000,3231.627906,2223.168507,1008.459399
30-05-2021,26.1,81.9,Summer,13,11.6,3130000,3232.315708,2215.121699,1017.194008
31-05-2021,25.9,84,Summer,14.4,15,3130000,3233.003509,2135.50664,1097.496869
01-06-2021,25.6,86,Monsoon,16,0.3,3130000,2854.48015,1728.862053,1125.618097
02-06-2021,25.6,84.2,Monsoon,18.1,2,3130000,2853.932931,1956.200677,897.732254
03-06-2021,25.9,81.4,Monsoon,14.5,12.8,3130000,2850.413033,1990.016617,860.396416
04-06-2021,25.1,83.3,Monsoon,17.4,4,3130000,2845.361846,1933.659262,911.7025839
05-06-2021,24,87.7,Monsoon,7.1,21,3130000,2854.256472,1765.312227,1088.944245
06-06-2021,24.6,85.9,Monsoon,13.8,4,3130000,2847.550591,1830.537397,1017.013194
07-06-2021,25.1,80.8,Monsoon,16,1.4,3130000,2862.677484,2000.131589,862.5458954
08-06-2021,25.1,82.7,Monsoon,15.7,0.1,3130000,2854.609536,1783.952242,1070.657294
09-06-2021,23.5,89.1,Monsoon,12.4,3,3130000,2848.741758,1781.763702,1066.978056
10-06-2021,23.9,86.1,Monsoon,8.4,1,3130000,2848.616074,1842.40278,1006.213294
11-06-2021,24.5,84,Monsoon,16.2,0.2,3130000,2851.250279,1893.444518,957.8057612
12-06-2021,24.8,86.3,Monsoon,11.3,1,3130000,2850.53849,1978.868473,871.6700166
13-06-2021,25.3,83.6,Monsoon,15.9,0.2,3130000,2857.355169,1813.051798,1044.303371
14-06-2021,25.9,83.7,Monsoon,15,1.3,3130000,2852.745081,1816.650368,1036.094713
15-06-2021,25.2,86,Monsoon,9.4,2,3130000,2848.105841,1886.591069,961.5147718
16-06-2021,24,88.4,Monsoon,10.3,0.1,3130000,2861.132203,1929.87076,931.2614433
17-06-2021,24,92,Monsoon,7.6,14.9,3130000,2851.926542,1727.261622,1124.66492
18-06-2021,23.2,93.8,Monsoon,10.9,40,3130000,2855.468198,1885.12641,970.3417884
19-06-2021,23.1,92.6,Monsoon,8.6,10,3130000,2848.575867,1740.443102,1108.132765
20-06-2021,24.5,85.9,Monsoon,16.2,0.1,3130000,2853.530578,1761.322605,1092.207973
21-06-2021,24.8,83.8,Monsoon,19.7,3.6,3130000,3233.691311,2159.217003,1074.474308
22-06-2021,25.3,80.7,Monsoon,17.4,1.4,3130000,3234.379113,2017.340311,1217.038802
23-06-2021,24.9,81.9,Monsoon,17,0.9,3130000,3235.066914,2153.084098,1081.982817
24-06-2021,23.9,86,Monsoon,6.1,2.2,3130000,3235.754716,1952.368451,1283.386265
25-06-2021,23.6,86,Monsoon,12.2,1,3130000,3236.442518,2212.769613,1023.672904
26-06-2021,24.5,85.7,Monsoon,15.8,2.1,3130000,3237.130319,1995.091924,1242.038396
27-06-2021,24.1,86,Monsoon,11.2,2,3130000,3237.818121,2116.809049,1121.009072
28-06-2021,24.1,88.3,Monsoon,9.6,18,3130000,3238.505923,2258.235716,980.2702063
29-06-2021,25.2,83.3,Monsoon,15.8,1.8,3130000,3239.193724,1982.740012,1256.453712
30-06-2021,25.4,83.3,Monsoon,16.7,1.4,3130000,3239.881526,1945.572162,1294.309364
01-07-2021,25.3,81.3,Monsoon,17,0.2,3130000,2854.302205,1811.97842,1042.323785
02-07-2021,25.5,77.6,Monsoon,17.8,0.5,3130000,2859.021528,1750.289757,1108.731771
03-07-2021,25.9,77.6,Monsoon,18.1,0.6,3130000,2854.653516,1981.064675,873.5888414
04-07-2021,26,78.2,Monsoon,15.3,1.1,3130000,2846.571723,1806.392774,1040.178949
05-07-2021,25.9,81,Monsoon,19.2,10,3130000,2858.625814,1909.642125,948.9836894
06-07-2021,25.7,84.4,Monsoon,16.6,3.8,3130000,2860.002073,1946.908631,913.0934423
07-07-2021,26.3,81.5,Monsoon,21.2,1.4,3130000,2867.601284,1774.757963,1092.843321
08-07-2021,25.1,86.8,Monsoon,14.7,3,3130000,2846.13953,1914.162534,931.9769962
09-07-2021,24.6,86.7,Monsoon,10.3,4.8,3130000,2852.93641,1920.488431,932.4479789
10-07-2021,24.3,88,Monsoon,9.4,0.4,3130000,2841.290506,1980.351823,860.9386833
11-07-2021,24.8,86.9,Monsoon,9.6,0.2,3130000,2854.501746,1873.707881,980.7938654
12-07-2021,24.4,89.9,Monsoon,5.1,0.9,3130000,2848.966999,1850.990021,997.9769779
13-07-2021,23.4,92.6,Monsoon,5.9,2.8,3130000,2861.255229,1844.76974,1016.485489
14-07-2021,23.6,89.4,Monsoon,3,0.6,3130000,2847.778925,1758.409018,1089.369907
15-07-2021,24.3,88.9,Monsoon,12.7,1,3130000,2843.255085,1828.03558,1015.219505
16-07-2021,24.3,88.7,Monsoon,8.2,0.7,3130000,2849.344681,1865.530288,983.8143928
17-07-2021,24.7,89.8,Monsoon,7.1,0.1,3130000,2841.851561,1745.651604,1096.199957
18-07-2021,24.2,89.8,Monsoon,7.4,10,3130000,2855.449497,1804.021921,1051.427576
19-07-2021,23.1,92.7,Monsoon,11.4,11,3130000,2841.291585,1821.818352,1019.473233
20-07-2021,23.3,92.2,Monsoon,6.8,3,3130000,2851.773288,1771.364971,1080.408317
21-07-2021,23.1,94.1,Monsoon,3.9,4,3130000,3240.569328,2238.773737,1001.79559
22-07-2021,23.1,94.4,Monsoon,6.3,18,3130000,3241.257129,2179.978928,1061.278201
23-07-2021,23.3,94.3,Monsoon,4.9,77,3130000,3241.944931,2259.155624,982.7893074
24-07-2021,24.4,89.3,Monsoon,10.8,3.4,3130000,3242.632733,2211.543284,1031.089449
25-07-2021,24,91.6,Monsoon,12.2,11.6,3130000,3243.320534,1952.229212,1291.091322
26-07-2021,23.8,91.3,Monsoon,15.3,11,3130000,3244.008336,2232.882838,1011.125498
27-07-2021,23.8,87.8,Monsoon,14.5,4,3130000,3244.696138,2049.1876,1195.508538
28-07-2021,23.8,87,Monsoon,11,0.1,3130000,3245.383939,2081.080292,1164.303648
29-07-2021,23.2,90.5,Monsoon,9.7,2,3130000,3246.071741,2168.994674,1077.077067
30-07-2021,23,91.5,Monsoon,4.2,3.5,3130000,3246.759543,2264.661735,982.0978078
31-07-2021,23.5,88.7,Monsoon,17.2,2.6,3130000,3247.447344,2088.523732,1158.923613
01-08-2021,23.4,89.1,Monsoon,11.4,1,3130000,2848.488577,1786.82746,1061.661117
02-08-2021,23.2,89.7,Monsoon,15.8,3,3130000,2849.182631,1976.169877,873.0127541
03-08-2021,23.6,90,Monsoon,13.3,0.2,3130000,2854.818634,1768.00756,1086.811074
04-08-2021,23.6,89.4,Monsoon,14.4,0.3,3130000,2851.765154,1745.582915,1106.182239
05-08-2021,24,87.8,Monsoon,15.3,2.8,3130000,2844.652185,1950.612022,894.0401628
06-08-2021,24.6,84.6,Monsoon,16.6,2.4,3130000,2846.797034,1756.852739,1089.944295
07-08-2021,24.5,85.4,Monsoon,16.4,0.1,3130000,2852.7084,1971.059174,881.6492258
08-08-2021,24.8,84.3,Monsoon,14.1,1.3,3130000,2851.340663,1796.631843,1054.70882
09-08-2021,25,81.6,Monsoon,17.9,1.3,3130000,2848.854379,1778.350315,1070.504064
10-08-2021,24.2,85.3,Monsoon,15.1,0.7,3130000,2849.289831,1766.057802,1083.232029
11-08-2021,23.9,84.4,Monsoon,15.8,2.1,3130000,2855.15384,1958.769323,896.3845173
12-08-2021,23.3,89.5,Monsoon,16.5,1,3130000,2849.042537,1804.567731,1044.474806
13-08-2021,23.9,85.7,Monsoon,17.1,0.3,3130000,2851.232544,1806.842367,1044.390177
14-08-2021,23.1,88.6,Monsoon,13.4,3,3130000,2862.466683,1776.531301,1085.935382
15-08-2021,22.7,91.8,Monsoon,14.2,1,3130000,2844.470587,1837.91411,1006.556477
16-08-2021,22.9,91.4,Monsoon,11.8,1,3130000,2842.343786,1751.735382,1090.608404
17-08-2021,22.7,91.1,Monsoon,7.9,0.1,3130000,2855.506948,1977.225928,878.2810201
18-08-2021,22.6,93.1,Monsoon,7.6,3.3,3130000,2848.188785,1922.321212,925.867573
19-08-2021,22.2,93.6,Monsoon,2.9,0.6,3130000,2849.962812,1797.667489,1052.295323
20-08-2021,23.1,88.9,Monsoon,10,0.1,3130000,2847.711218,1893.665541,954.0456771
21-08-2021,22.5,93.9,Monsoon,3.3,5.7,3130000,3248.135146,2189.949355,1058.185791
22-08-2021,23.3,90.7,Monsoon,7.8,0.2,3130000,3248.822948,2136.463501,1112.359446
23-08-2021,24.6,82.6,Monsoon,19.1,0.6,3130000,3249.510749,2219.514055,1029.996694
24-08-2021,25.1,81,Monsoon,19.5,0.2,3130000,3250.198551,2242.494446,1007.704105
25-08-2021,24.8,81.6,Monsoon,16.6,0.3,3130000,3250.886353,2125.811877,1125.074475
26-08-2021,23.9,87.1,Monsoon,15.4,0.7,3130000,3251.574154,2047.095192,1204.478962
27-08-2021,23.9,85.8,Monsoon,17.2,0.7,3130000,3252.261956,2013.52774,1238.734216
28-08-2021,24.5,82.1,Monsoon,18.3,0.6,3130000,3252.949758,2001.848231,1251.101527
29-08-2021,24.4,82.5,Monsoon,12.2,0.6,3130000,3253.637559,1975.533423,1278.104137
30-08-2021,23.6,87.1,Monsoon,6.8,0.4,3130000,3254.325361,2174.608898,1079.716463
31-08-2021,22.6,92,Monsoon,2.8,0.6,3130000,3255.013163,2226.34333,1028.669833
01-09-2021,23.7,88,Autumn,6.7,0.2,3130000,2851.547499,1729.925902,1121.621597
02-09-2021,23.8,87.2,Autumn,13.9,0.8,3130000,2848.221572,1897.10484,951.1167318
03-09-2021,24.3,85.3,Autumn,12.4,1.4,3130000,2852.724794,1852.244768,1000.480026
04-09-2021,24.4,86.3,Autumn,14.6,9,3130000,2855.537391,1912.979458,942.5579332
05-09-2021,23.2,91.1,Autumn,6.2,5.2,3130000,2843.544566,1944.384161,899.1604045
06-09-2021,24.2,88.9,Autumn,12.5,18,3130000,2853.192238,1914.917194,938.2750443
07-09-2021,23.5,93.6,Autumn,4.7,0.4,3130000,2856.307174,1855.387526,1000.919648
08-09-2021,23.8,90,Autumn,5.1,0.2,3130000,2849.590499,1757.938599,1091.6519
09-09-2021,23.4,91.7,Autumn,14.6,6,3130000,2855.141503,1784.301203,1070.8403
10-09-2021,23.7,91,Autumn,14.3,4,3130000,2865.732272,1959.813637,905.9186348
11-09-2021,23.8,91.5,Autumn,11.4,6,3130000,2851.144286,1854.672362,996.4719243
12-09-2021,23.8,92.6,Autumn,7.5,8,3130000,2853.632535,1886.562931,967.0696042
13-09-2021,23.9,93,Autumn,8,3,3130000,2847.982715,1758.975365,1089.00735
14-09-2021,23.8,88.6,Autumn,11.3,0.9,3130000,2852.572256,1922.253727,930.3185293
15-09-2021,24.1,85.1,Autumn,13.2,0.3,3130000,2853.988358,1720.549554,1133.438804
16-09-2021,24.2,82.2,Autumn,17.9,0.5,3130000,2852.668212,1824.69482,1027.973392
17-09-2021,24.1,81.9,Autumn,16.7,0.6,3130000,2846.588523,1980.583414,866.0051094
18-09-2021,23.6,85.1,Autumn,15.5,1.8,3130000,4319.136596,2781.550328,1537.586268
19-09-2021,24.4,84.9,Autumn,12.7,5.4,3130000,2859.01898,1788.364697,1070.654283
20-09-2021,24.4,85.8,Autumn,12.8,2,3130000,2853.951179,1856.842298,997.1088809
21-09-2021,23.4,90.2,Autumn,9,0.7,3130000,3255.700964,2260.039791,995.6611736
22-09-2021,23.2,92.4,Autumn,7.7,3,3130000,3256.388766,2246.322258,1010.066508
23-09-2021,23.4,89.8,Autumn,11.8,0.1,3130000,3257.076568,1969.356681,1287.719886
24-09-2021,24.2,84.3,Autumn,14.7,0.2,3130000,3257.764369,1994.681491,1263.082878
25-09-2021,24.2,85,Autumn,10.5,1,3130000,3258.452171,2248.838088,1009.614083
26-09-2021,23.6,87.2,Autumn,11.5,0.6,3130000,3259.139973,2056.292632,1202.847341
27-09-2021,23.6,88.4,Autumn,10.1,0.2,3130000,3259.827774,2107.022926,1152.804848
28-09-2021,22.9,90.6,Autumn,5.9,0.5,3130000,3260.515576,1958.138489,1302.377087
29-09-2021,23.6,88.4,Autumn,13.4,0.3,3130000,3261.203378,2191.370842,1069.832536
30-09-2021,24.5,85,Autumn,16.2,0.5,3130000,3261.891179,2205.90816,1055.983019
01-10-2021,25,81.8,Autumn,17.6,0.3,3130000,2845.803838,1805.865922,1039.937916
02-10-2021,25.1,85,Autumn,11.9,18,3130000,2857.026929,1873.137498,983.8894307
03-10-2021,25.1,86.4,Autumn,17.3,19,3130000,2854.617031,1944.305712,910.3113195
04-10-2021,25.3,83.6,Autumn,17.8,30,3130000,2848.247358,1913.976106,934.2712523
05-10-2021,25.7,83,Autumn,19.4,0.1,3130000,2844.111076,1986.011543,858.099533
06-10-2021,25,86.2,Autumn,15.9,15,3130000,2851.025477,1935.068582,915.9568947
07-10-2021,25.6,82.6,Autumn,17.9,0.1,3130000,2849.562281,1945.939948,903.622333
08-10-2021,25.2,86.3,Autumn,13.9,3.1,3130000,2852.329702,1841.02357,1011.306132
09-10-2021,24.3,88,Autumn,13.4,55,3130000,2849.885417,1900.454761,949.4306565
10-10-2021,24.1,87.4,Autumn,16,0.2,3130000,2841.649716,1962.500053,879.1496626
11-10-2021,25,83.6,Autumn,15.5,4,3130000,2849.808265,1861.92498,987.8832853
12-10-2021,25.6,78.2,Autumn,17.4,0.1,3130000,2850.263904,1808.765192,1041.498712
13-10-2021,25.5,76.3,Autumn,18.8,0,3130000,2854.953305,1828.052591,1026.900714
14-10-2021,25.4,74.2,Autumn,19.2,0,3130000,2848.287002,1876.393302,971.8936996
15-10-2021,25.2,71.3,Autumn,21.7,0,3130000,2860.157373,1895.37648,964.7808926
16-10-2021,25.3,67.4,Autumn,22.2,0.1,3130000,2842.212797,1897.302988,944.9098087
17-10-2021,25,75.7,Autumn,16.5,0,3130000,2858.305837,1809.169558,1049.136279
18-10-2021,24.1,79.7,Autumn,17.1,0.2,3130000,2850.565405,1965.559355,885.0060496
19-10-2021,23.9,75.5,Autumn,21.1,0,3130000,2855.970924,1752.392916,1103.578008
20-10-2021,24.3,74.3,Autumn,18.6,0,3130000,2852.100007,1942.389022,909.7109855
21-10-2021,24.2,67.8,Autumn,21.7,0,3130000,3262.578981,2118.367397,1144.211584
22-10-2021,23.6,67.3,Autumn,21.5,0,3130000,3263.266783,2126.129481,1137.137301
23-10-2021,23.8,67,Autumn,20.4,0,3130000,3263.954584,2075.960914,1187.993671
24-10-2021,23.2,74.2,Autumn,19.2,0,3130000,3264.642386,2084.790119,1179.852267
25-10-2021,23,76.1,Autumn,17.9,0,3130000,3265.330188,2122.899043,1142.431144
26-10-2021,23.4,68.8,Autumn,17.6,0,3130000,3266.017989,2176.629425,1089.388564
27-10-2021,22.7,62.6,Autumn,21,0,3130000,3266.705791,2229.088694,1037.617097
28-10-2021,22.7,63.6,Autumn,19.5,0,3130000,3267.393593,2286.778612,980.6149807
29-10-2021,22.3,60.9,Autumn,21.4,0,3130000,3268.081394,2080.045276,1188.036119
30-10-2021,22.6,60.4,Autumn,20.4,0,3130000,3268.769196,2185.464681,1083.304515
31-10-2021,23.8,66.6,Autumn,18.6,0,3130000,3269.456998,1970.118047,1299.338951
01-11-2021,24.2,71.9,Autumn,17.5,0,3130000,2852.055395,1936.00003,916.0553654
02-11-2021,24.1,70,Autumn,17.5,0,3130000,2844.185891,1932.208835,911.9770557
03-11-2021,24.3,66.7,Autumn,17.7,0,3130000,2847.806815,1822.247571,1025.559244
04-11-2021,24.7,74.5,Autumn,15.1,4,3130000,2858.484364,1866.036713,992.4476506
05-11-2021,24.6,80.2,Autumn,16,4.1,3130000,2856.152956,1728.289393,1127.863563
06-11-2021,24.5,79.4,Autumn,14,2,3130000,2851.401802,1760.393694,1091.008108
07-11-2021,23.8,74.4,Autumn,16.1,0,3130000,2852.881617,1930.394082,922.4875348
08-11-2021,22.6,64,Autumn,19.3,0,3130000,2850.110787,1965.304042,884.8067447
09-11-2021,21.2,59.7,Autumn,19.7,0,3130000,2858.266917,1799.609522,1058.657395
10-11-2021,20.8,59.7,Autumn,20.1,0,3130000,2850.454237,1950.752264,899.7019733
11-11-2021,20.5,58,Autumn,18.8,0,3130000,2852.59421,1989.866412,862.7277977
12-11-2021,21.7,59.8,Autumn,18.9,0,3130000,2857.249151,1981.45576,875.7933908
13-11-2021,24.2,67.6,Autumn,16.1,0,3130000,2847.807143,1823.580932,1024.226211
14-11-2021,25.3,73.8,Autumn,14,0.2,3130000,2859.564946,1985.313003,874.2519429
15-11-2021,25.2,78.1,Autumn,13.9,0.7,3130000,2844.111693,1789.627247,1054.484446
16-11-2021,25.5,76.4,Autumn,12.6,7,3130000,2859.933211,1782.960777,1076.972434
17-11-2021,24.5,84.1,Autumn,11.8,10,3130000,2849.851622,1970.30452,879.5471022
18-11-2021,24.8,82.3,Autumn,13,1.6,3130000,2850.522506,1774.020595,1076.501911
19-11-2021,24.7,79.1,Autumn,14.9,0.2,3130000,2842.278949,1932.496179,909.7827703
20-11-2021,24.7,80,Autumn,11.5,1,3130000,2849.455026,1809.711656,1039.74337
21-11-2021,24.1,87.4,Autumn,10,0.8,3130000,3270.144799,2085.728696,1184.416103
22-11-2021,24.7,83.2,Autumn,11.5,1.5,3130000,3270.832601,2209.561308,1061.271293
23-11-2021,25.7,80.6,Autumn,15.1,0.9,3130000,3271.520403,2116.848674,1154.671728
24-11-2021,25.3,80.9,Autumn,15.4,0.4,3130000,3272.208204,2066.641908,1205.566296
25-11-2021,24.7,76.6,Autumn,17,0,3130000,3272.896006,2013.063854,1259.832152
26-11-2021,23.5,74,Autumn,18.9,0,3130000,3273.583808,2185.959533,1087.624274
27-11-2021,22.5,71.2,Autumn,18.9,0,3130000,3274.271609,2018.684849,1255.58676
28-11-2021,21,64.1,Autumn,17.4,0,3130000,3274.959411,2014.639537,1260.319874
29-11-2021,20.6,68.7,Autumn,14.5,0,3130000,3275.647213,1968.248969,1307.398244
30-11-2021,22,73.7,Autumn,10.3,0.5,3130000,3276.335014,1997.237793,1279.097222
01-12-2021,19.3,89,Winter,6.1,60,3130000,3413.646507,2144.06403,1269.582477
02-12-2021,18.7,96.5,Winter,3.3,16.1,3130000,3178.290984,2218.367162,959.9238223
03-12-2021,21.7,92.3,Winter,9.5,8,3130000,3415.109305,2073.335238,1341.774067
04-12-2021,21.3,90.9,Winter,12.7,0.4,3130000,3275.107381,2207.791959,1067.315422
05-12-2021,21,83.8,Winter,14.6,0,3130000,3340.824157,2111.360105,1229.464052
06-12-2021,21.3,79.9,Winter,15.6,0,3130000,3334.404508,2024.183145,1310.221363
07-12-2021,21.1,78.4,Winter,16.1,0,3130000,3140.728229,2082.851015,1057.877214
08-12-2021,20.9,76.3,Winter,16.3,0,3130000,3232.310323,2232.284191,1000.026132
09-12-2021,21.5,74.2,Winter,15.1,0,3130000,5724.43062,3683.699578,2040.731042
10-12-2021,21.3,78,Winter,14.7,0,3130000,3315.600335,2218.265143,1097.335192
11-12-2021,21.4,76.2,Winter,15.8,0,3130000,3344.719608,2255.749312,1088.970296
12-12-2021,20.9,75.9,Winter,14.9,0,3130000,3337.710036,2224.8106,1112.899436
13-12-2021,21,76.5,Winter,15.6,0,3130000,3378.072884,2182.057367,1196.015517
14-12-2021,20.9,75.7,Winter,16.4,0,3130000,3315.277155,2031.40316,1283.873995
15-12-2021,20.7,80,Winter,13.3,0.5,3130000,3242.591447,2027.328139,1215.263308
16-12-2021,21.2,78.7,Winter,13.1,0,3130000,3294.754984,2260.005021,1034.749963
17-12-2021,20.8,75.3,Winter,17.1,0,3130000,3359.625339,2044.354398,1315.270941
18-12-2021,19.5,71.7,Winter,18.3,0,3130000,3351.098106,2204.122743,1146.975363
19-12-2021,18.9,71.7,Winter,18.3,0,3130000,3184.844387,1999.046183,1185.798204
20-12-2021,18.5,74.3,Winter,18.3,0,3130000,3414.370129,2084.447697,1329.922432
21-12-2021,19.2,71.1,Winter,18.4,0,3130000,3277.022816,2220.331633,1056.691183
22-12-2021,20,72.5,Winter,18.4,0,3130000,3277.710618,2007.389394,1270.321224
23-12-2021,20.6,75.1,Winter,18.2,0,3130000,3278.398419,2294.584622,983.8137974
24-12-2021,20.3,74.4,Winter,18.1,0,3130000,3279.086221,2140.415302,1138.670919
25-12-2021,20.2,71.9,Winter,18.4,0,3130000,3279.774023,2180.165281,1099.608741
26-12-2021,20.4,71.7,Winter,18.5,0,3130000,3280.461824,2197.113068,1083.348756
27-12-2021,20.4,72.7,Winter,17.9,0,3130000,3281.149626,1972.845611,1308.304015
28-12-2021,21.4,71.1,Winter,17.6,0,3130000,3281.837428,2251.807287,1030.03014
29-12-2021,19.2,72.9,Winter,18.6,0,3130000,3282.525229,1998.98896,1283.536269
30-12-2021,18.7,77.5,Winter,14.2,0,3130000,3283.213031,2128.285748,1154.927283
31-12-2021,19.9,77,Winter,17.2,0,3130000,3283.900833,1996.078489,1287.822343
01-01-2022,20.5,75.6,Winter,17.3,0,3130000,3446.334988,2335.102514,1111.232474
02-01-2022,20.9,76.2,Winter,13.6,0,3130000,3608.352501,2354.6643,1253.688201
03-01-2022,21.3,72.8,Winter,16.7,0,3130000,3458.939429,2366.136006,1092.803423
04-01-2022,20.8,70.2,Winter,18.3,0,3130000,3435.289744,2088.30028,1346.989464
05-01-2022,20.7,69.9,Winter,18.3,0,3130000,3515.863164,2383.159237,1132.703927
06-01-2022,20.7,75.9,Winter,17.1,0,3130000,3423.835711,2187.373011,1236.4627
07-01-2022,20.6,77.4,Winter,17,0,3130000,3660.342384,2398.355084,1261.9873
08-01-2022,20.4,76.7,Winter,13,0,3130000,3466.718979,2171.231612,1295.487367
09-01-2022,20.5,79.1,Winter,11.9,3.4,3130000,3653.234745,2351.707627,1301.527118
10-01-2022,18.5,69.6,Winter,18.6,0,3130000,3514.237488,2139.955882,1374.281606
11-01-2022,17.9,74.4,Winter,18.6,0,3130000,3557.803524,2192.757137,1365.046387
12-01-2022,17.7,77.7,Winter,16.5,0,3130000,3544.452407,2469.557289,1074.895118
13-01-2022,17.8,80.9,Winter,11.5,0,3130000,3488.375814,2186.139107,1302.236707
14-01-2022,18.7,78.6,Winter,13,0.1,3130000,3638.847227,2457.00069,1181.846537
15-01-2022,18.5,75.8,Winter,18.4,0,3130000,3446.468839,2232.083144,1214.385695
16-01-2022,19.1,74.8,Winter,16.1,0,3130000,3557.135262,2192.825226,1364.310036
17-01-2022,20.3,77.6,Winter,14.6,0.1,3130000,3553.90854,2317.547673,1236.360867
18-01-2022,20.6,72.2,Winter,19.1,0,3130000,3464.549335,2098.083375,1366.46596
19-01-2022,20.8,66,Winter,19.6,0,3130000,3665.729045,2355.44244,1310.286605
20-01-2022,21.4,57.4,Winter,20.1,0,3130000,3376.302275,2114.846062,1261.456213
21-01-2022,21.1,63.5,Winter,20.1,0,3130000,3284.588634,2134.986192,1149.602442
22-01-2022,20.1,78.1,Winter,15.6,0,3130000,3285.276436,1978.194256,1307.08218
23-01-2022,19.3,71.9,Winter,15.4,0.9,3130000,3285.964238,2113.748201,1172.216036
24-01-2022,17,67.1,Winter,20.4,0,3130000,3286.652039,2128.466905,1158.185134
25-01-2022,16.5,67.3,Winter,20.7,0,3130000,3287.339841,2079.150644,1208.189197
26-01-2022,17.2,64.7,Winter,20.6,0,3130000,3288.027643,2010.136026,1277.891616
27-01-2022,18.1,60.6,Winter,20.4,0,3130000,3288.715444,2222.597633,1066.117811
28-01-2022,18.4,60.3,Winter,20.8,0,3130000,3289.403246,2181.346417,1108.056829
29-01-2022,18.5,57.3,Winter,21.2,0,3130000,3290.091048,1974.121783,1315.969265
30-01-2022,19.7,56.4,Winter,21.1,0,3130000,3290.778849,2228.129299,1062.64955
31-01-2022,21.5,54.1,Winter,21.2,0,3130000,3291.466651,2034.673992,1256.792659
01-02-2022,21,54.8,Winter,21.2,0,3130000,3488.581259,2361.277069,1127.30419
02-02-2022,21.9,53.4,Winter,21.4,0,3130000,3556.875922,2191.393185,1365.482737
03-02-2022,20.7,58.6,Winter,21.8,0,3130000,3389.68316,2242.12928,1147.55388
04-02-2022,19.7,66.7,Winter,19.6,0,3130000,3581.552289,2393.821677,1187.730612
05-02-2022,20,62.3,Winter,21.4,0,3130000,3545.720148,2192.6598,1353.060348
06-02-2022,21.2,60.6,Winter,21.6,0,3130000,3397.626961,2276.284497,1121.342464
07-02-2022,21.8,66,Winter,21.5,0,3130000,3477.341138,2326.190422,1151.150716
08-02-2022,21.5,68.6,Winter,21.5,0,3130000,3567.434687,2441.776853,1125.657834
09-02-2022,19.9,66,Winter,21.5,0,3130000,3525.274022,2380.631763,1144.642259
10-02-2022,20.3,63,Winter,21.6,0,3130000,3625.530937,2377.365477,1248.16546
11-02-2022,20.8,54.1,Winter,21.8,0,3130000,3493.055505,2365.08537,1127.970135
12-02-2022,21.4,53.1,Winter,22,0,3130000,3613.691695,2513.148273,1100.543422
13-02-2022,21.8,58.6,Winter,22.1,0,3130000,3541.301416,2362.804081,1178.497335
14-02-2022,21.8,55.4,Winter,22.3,0,3130000,3620.405742,2426.542647,1193.863095
15-02-2022,21.3,53.2,Winter,22.5,0,3130000,3378.080474,2333.439979,1044.640495
16-02-2022,21.3,57.5,Winter,20.6,0,3130000,3423.068242,2249.439161,1173.629081
17-02-2022,22.1,53.5,Winter,22.1,0,3130000,3654.008845,2434.339515,1219.66933
18-02-2022,22.4,53.5,Winter,22.1,0,3130000,3599.397295,2398.553138,1200.844157
19-02-2022,23.2,56.6,Winter,21,0,3130000,3466.193397,2102.636392,1363.557005
20-02-2022,23.2,49.7,Winter,23.4,0,3130000,3369.721265,2315.606506,1054.114759
21-02-2022,23.1,50.3,Winter,23.4,0,3130000,3292.154453,2121.795861,1170.358591
22-02-2022,23.8,44.7,Winter,23.4,0,3130000,3292.842254,2039.014129,1253.828125
23-02-2022,24.6,53.7,Winter,23,0,3130000,3293.530056,2095.835688,1197.694368
24-02-2022,25.3,55,Winter,21.9,0,3130000,3294.217858,2149.155513,1145.062344
25-02-2022,24.5,50,Winter,22,0,3130000,3294.905659,2238.292589,1056.61307
26-02-2022,24.7,44.1,Winter,21.3,0,3130000,3295.593461,2118.456976,1177.136484
27-02-2022,24.5,47.1,Winter,22.7,0,3130000,3296.281263,2007.305688,1288.975575
28-02-2022,24.2,45.2,Winter,21.5,0,3130000,3296.969064,2128.545947,1168.423117
01-03-2022,24.2,44,Summer,21.3,0,3130000,4815.26948,3207.434425,1607.835055
02-03-2022,24.6,46.9,Summer,20.1,0,3130000,4636.693138,2981.50675,1655.186388
03-03-2022,25.4,46.8,Summer,20,0,3130000,4824.419386,2966.500143,1857.919243
04-03-2022,25.2,45.8,Summer,21.9,0,3130000,4533.281876,3067.709572,1465.572304
