Date,Period,Season,Urban Usage (kWh),Rural Usage (kWh),Total Usage (kWh),Adjusted Total Usage (kWh)
2021-06-11,Post-lockdown,Monsoon,2001.465424733307,847.9794849795056,2848.537210792978,2851.250278966932
2021-06-12,Post-lockdown,Monsoon,2002.5386125086075,853.2894548301664,2860.4302567592667,2850.538490389891
2021-06-13,Post-lockdown,Monsoon,1996.743416874478,851.9729697782095,2850.1647861694105,2857.35516887765
2021-06-14,Post-lockdown,Monsoon,2004.487962293887,850.1431752458047,2860.975785217396,2852.74508084872
2021-06-15,Post-lockdown,Monsoon,1992.952399688655,844.2103417536849,2855.8347588105917,2848.1058413054575
2021-06-16,Post-lockdown,Monsoon,2000.8696010067636,845.4342085532519,2854.0903336366773,2861.132203425779
2021-06-17,Post-lockdown,Monsoon,1995.1449190011879,851.8635452195249,2853.523665736588,2851.9265416576013
2021-06-18,Post-lockdown,Monsoon,1997.9008194609894,854.1247028174256,2853.5929864910813,2855.4681983798446
2021-06-19,Post-lockdown,Monsoon,2001.3919933565821,844.9137724773962,2841.978637103272,2848.5758674627764
2021-06-20,Post-lockdown,Monsoon,1996.92293317358,846.2908737627391,2850.3205830292463,2853.530578138723
2021-06-21,Post-lockdown,Monsoon,1999.317222278851,851.1669258708886,2855.9617898559213,2853.2915499557157
2021-06-22,Post-lockdown,Monsoon,2006.2964640460723,851.0699393131455,2851.5265140826295,2842.3227535395195
2021-06-23,Post-lockdown,Monsoon,1998.360540652384,842.3782139561948,2844.717050765982,2861.819375552303
2021-06-24,Post-lockdown,Monsoon,2005.3734605603256,851.2858150671999,2851.4109777471126,2858.1262223046124
2021-06-25,Post-lockdown,Monsoon,1995.531465726712,847.4801609488488,2860.1725275812773,2849.66602341927
2021-06-26,Post-lockdown,Monsoon,2003.8740208895763,858.6952331486448,2857.949458577674,2846.203651297721
2021-06-27,Post-lockdown,Monsoon,2008.4128431032893,851.7279927136783,2851.3769799531697,2853.4248080690177
2021-06-28,Post-lockdown,Monsoon,1988.8467774993635,852.5893672493795,2856.44424638529,2852.120488497072
2021-06-29,Post-lockdown,Monsoon,1997.2755237226477,852.740796510953,2849.93146489816,2853.542344742816
2021-06-30,Post-lockdown,Monsoon,2004.1553606359028,844.4383630967372,2843.2586420658663,2852.7358869809705
2021-07-01,Post-lockdown,Monsoon,2000.249773069785,860.225384465543,2847.1486700593523,2854.30220494653
2021-07-02,Post-lockdown,Monsoon,2003.1307293668567,842.3954437627441,2859.599443842541,2859.021528496959
2021-07-03,Post-lockdown,Monsoon,1998.275074066421,854.4965157084987,2850.4430345908536,2854.6535160256435
2021-07-04,Post-lockdown,Monsoon,2001.7329489373644,853.6133196874032,2850.603080103125,2846.5717225054505
2021-07-05,Post-lockdown,Monsoon,2000.5166138230397,848.1329881004352,2850.3138090186258,2858.6258142635625
2021-07-06,Post-lockdown,Monsoon,2007.1239103082992,853.846251583567,2861.319682947865,2860.0020728174413
2021-07-07,Post-lockdown,Monsoon,2002.587104216506,848.9381340058812,2859.97079457681,2867.6012836725604
2021-07-08,Post-lockdown,Monsoon,2002.943013310376,847.1246927757211,2862.850901167241,2846.139529833802
2021-07-09,Post-lockdown,Monsoon,1999.1706151693877,852.8397958467646,2850.926773948,2852.9364100657517
2021-07-10,Post-lockdown,Monsoon,1998.7769688796375,845.4531950445605,2853.1791224437357,2841.290506484055
2021-07-11,Post-lockdown,Monsoon,1999.0772090609019,849.3747242062121,2844.152787252896,2854.501745781896
2021-07-12,Post-lockdown,Monsoon,2003.1922607118915,847.5171162563503,2859.0926721305914,2848.9669985091664
2021-07-13,Post-lockdown,Monsoon,1999.0650775958989,848.7881024521353,2845.7991022436604,2861.2552289741247
2021-07-14,Post-lockdown,Monsoon,2002.6288742844822,852.6356429956509,2852.735877818813,2847.778925149907
2021-07-15,Post-lockdown,Monsoon,2011.592003993227,847.5141681382689,2846.214487361836,2843.2550848101637
2021-07-16,Post-lockdown,Monsoon,2005.5706235171583,849.5243804346381,2848.7566658663063,2849.3446812964876
2021-07-17,Post-lockdown,Monsoon,1999.6048823391607,847.9782737404921,2847.5426878447515,2841.8515611439143
2021-07-18,Post-lockdown,Monsoon,2007.2160696108197,857.7039833278727,2848.654623696621,2855.4494972725365
2021-07-19,Post-lockdown,Monsoon,1999.1146231348923,852.1750619910695,2848.9213864842554,2841.2915847687186
2021-07-20,Post-lockdown,Monsoon,1990.9743773241107,851.5663481648336,2848.8896560253743,2851.773287905916
2021-07-21,Post-lockdown,Monsoon,1996.114568445413,853.8790925231172,2855.7836695589017,2841.227940900719
2021-07-22,Post-lockdown,Monsoon,1991.8010403948706,847.4913271161256,2846.0926860346876,2850.015510977317
2021-07-23,Post-lockdown,Monsoon,1999.4074325797935,854.7622861249993,2852.7337071350694,2859.8478907790227
2021-07-24,Post-lockdown,Monsoon,2001.3120918959478,852.2188887291637,2857.797795761528,2853.5112394571793
2021-07-25,Post-lockdown,Monsoon,2009.5821865613764,842.6755454862297,2849.1140181774335,2847.3625319751754
2021-07-26,Post-lockdown,Monsoon,2002.8246368688208,843.3358458344961,2848.0764055462623,2851.5099825553048
2021-07-27,Post-lockdown,Monsoon,2000.0944973559558,847.6145147360796,2850.513376874099,2851.7560843602223
2021-07-28,Post-lockdown,Monsoon,2005.3370279059175,843.8709675206742,2857.564626041804,2854.029151729217
2021-07-29,Post-lockdown,Monsoon,1990.1043234549606,849.2726076965022,2852.594538154767,2844.7897081835963
2021-07-30,Post-lockdown,Monsoon,2002.3280727905428,845.3913100429207,2848.953928526962,2854.572836369237
2021-07-31,Post-lockdown,Monsoon,2005.0293259694347,849.9813847346454,2854.0643832559404,2838.123041841986
2021-08-01,Post-lockdown,Monsoon,1993.7770687711009,857.5265468796572,2846.1265392508176,2848.488577238181
2021-08-02,Post-lockdown,Monsoon,2006.8787702160348,850.2171154822191,2855.030797552215,2849.1826307877427
2021-08-03,Post-lockdown,Monsoon,2002.872482037472,848.9571777254903,2853.6950365385087,2854.8186341303563
2021-08-04,Post-lockdown,Monsoon,1999.1035604304961,852.4132132389267,2850.1129576443054,2851.7651542633844
2021-08-05,Post-lockdown,Monsoon,2004.3639093305314,846.997901035387,2847.487071007764,2844.652184730719
2021-08-06,Post-lockdown,Monsoon,2012.583464289022,854.70907154698,2847.288595388583,2846.7970343709153
2021-08-07,Post-lockdown,Monsoon,2002.1343312752924,852.9660647656206,2854.3890866817296,2852.708400047737
2021-08-08,Post-lockdown,Monsoon,2002.4811029315017,850.6903278102428,2857.880902512445,2851.340663290677
2021-08-09,Post-lockdown,Monsoon,1998.9531955022987,851.2715791581679,2848.563461264856,2848.8543794518214
2021-08-10,Post-lockdown,Monsoon,1996.960778152676,860.6927295528143,2853.9859335177575,2849.28983105244
2021-08-11,Post-lockdown,Monsoon,2005.3466790827213,855.1895610513393,2841.237864906989,2855.1538399857964
2021-08-12,Post-lockdown,Monsoon,1996.8845808704557,861.4636331558066,2848.707911346714,2849.0425371356537
2021-08-13,Post-lockdown,Monsoon,2001.552831186097,853.1381509664623,2851.517705335645,2851.2325437798545
2021-08-14,Post-lockdown,Monsoon,1998.7667127661744,843.1035427866466,2847.068582915091,2862.4666829404027
2021-08-15,Post-lockdown,Monsoon,2003.529899128732,849.1431314856808,2846.906468126052,2844.47058681558
2021-08-16,Post-lockdown,Monsoon,2002.8133105264346,841.9569756272597,2848.264102217656,2842.343786342127
2021-08-17,Post-lockdown,Monsoon,2006.3226997212894,853.0955151733345,2853.0499636416316,2855.506948323993
2021-08-18,Post-lockdown,Monsoon,1998.5799180057263,854.179020986727,2850.6453549079683,2848.1887846935297
2021-08-19,Post-lockdown,Monsoon,1999.760625323533,846.0144200202036,2840.3628438333753,2849.962812361287
2021-08-20,Post-lockdown,Monsoon,1996.2611814210884,847.1838181017657,2841.013499236825,2847.711218109345
2021-08-21,Post-lockdown,Monsoon,1998.9035336996194,851.1937544811761,2848.540674110714,2850.2759992961624
2021-08-22,Post-lockdown,Monsoon,2003.0515024652243,844.4754796836789,2853.9194329302677,2859.6236905604815
2021-08-23,Post-lockdown,Monsoon,2005.0149430832269,844.1262011537873,2837.984475786374,2855.732642293091
2021-08-24,Post-lockdown,Monsoon,1996.644173379112,856.6951602402056,2849.2583491192418,2856.068117559435
2021-08-25,Post-lockdown,Monsoon,2005.5880296005282,851.0695530908198,2849.104760717413,2844.6548647210366
2021-08-26,Post-lockdown,Monsoon,2007.9731892940247,847.6874532114701,2858.614688891042,2845.9172313172353
2021-08-27,Post-lockdown,Monsoon,2003.2621745161184,842.0174055572138,2849.7478909414353,2837.4776067025728
2021-08-28,Post-lockdown,Monsoon,2010.6089790627902,854.7517567844724,2853.629944923705,2847.6680958945863
2021-08-29,Post-lockdown,Monsoon,1997.3510540044822,847.0654089389152,2852.414285700437,2856.4915159319285
2021-08-30,Post-lockdown,Monsoon,1994.956726483443,859.7754222293527,2840.999167600964,2854.236732578742
2021-08-31,Post-lockdown,Monsoon,1992.2363987554786,854.7485504884672,2855.423036083159,2850.4744336852395
2021-09-01,Post-lockdown,Autumn,2008.6652215574459,846.4332907279637,2852.7359825272815,2851.54749858141
2021-09-02,Post-lockdown,Autumn,2004.4618282817703,846.8986415143427,2854.207343198373,2848.2215722871233
2021-09-03,Post-lockdown,Autumn,2000.9370766454476,859.0952558147217,2871.3321885321816,2852.724794412009
2021-09-04,Post-lockdown,Autumn,2002.619843131599,850.0667027658276,2841.287435302507,2855.537391397403
2021-09-05,Post-lockdown,Autumn,1995.5325547635082,847.8974438583832,2860.247483248806,2843.544566062948
2021-09-06,Post-lockdown,Autumn,2013.438759898084,850.6226084423829,2850.256762402998,2853.192238439187
2021-09-07,Post-lockdown,Autumn,2001.821105909876,847.8804367497311,2853.081644522015,2856.3071743547735
2021-09-08,Post-lockdown,Autumn,2001.7369739730245,851.6812423855408,2851.438438773494,2849.5904985551833
2021-09-09,Post-lockdown,Autumn,2004.7988331194936,850.0888818924086,2849.5168183330097,2855.1415030606026
2021-09-10,Post-lockdown,Autumn,2003.5900461586834,854.8515399025575,2848.809835358806,2865.732272222363
2021-09-11,Post-lockdown,Autumn,2002.3094201213958,848.5331294838044,2853.3135436778653,2851.1442860350658
2021-09-12,Post-lockdown,Autumn,1997.2376277227736,846.0519181665518,2844.080131516642,2853.6325352500266
2021-09-13,Post-lockdown,Autumn,2003.55234178568,848.7330765168821,2855.4258958376086,2847.982714581693
2021-09-14,Post-lockdown,Autumn,2010.6001224823751,848.7005805088797,2849.585027975574,2852.5722558130105
2021-09-15,Post-lockdown,Autumn,2007.9321002307747,850.09433092403,2846.036653304798,2853.9883581249114
2021-09-16,Post-lockdown,Autumn,2009.175933133197,853.6567014402862,2849.443935710021,2852.6682117013506
2021-09-17,Post-lockdown,Autumn,1998.648921617844,853.3815448373596,2857.972746084313,2846.5885234014554
2021-09-18,Post-lockdown,Autumn,1996.231975898707,856.4702933792928,2848.975324564919,4319.136596104788
2021-09-19,Post-lockdown,Autumn,2000.5910653995018,846.4305516113325,2853.5002680910484,2859.0189796935883
2021-09-20,Post-lockdown,Autumn,2001.4986245614434,852.4316006152555,2848.0532186214227,2853.9511788225727
2021-09-21,Post-lockdown,Autumn,2006.6409575923549,854.1045992351035,2855.427609249618,2856.447935945359
2021-09-22,Post-lockdown,Autumn,1992.697676851426,847.0928979684408,2855.0515386939514,2850.438940149937
2021-09-23,Post-lockdown,Autumn,2008.8177515973032,849.4298447350881,2860.881044166482,2855.3875011971186
2021-09-24,Post-lockdown,Autumn,2000.419960507105,841.734110628906,2850.816180272504,2853.0903391910824
2021-09-25,Post-lockdown,Autumn,1999.075594650263,855.0182884756288,2855.0372740237895,2846.9394463515637
2021-09-26,Post-lockdown,Autumn,1996.1194781236993,849.3945089884006,2852.142337697695,2853.2446050239946
2021-09-27,Post-lockdown,Autumn,1992.9057166406712,854.5048208834049,2858.131358909315,2846.6935166827984
2021-09-28,Post-lockdown,Autumn,2005.2608529198096,851.4882475893976,2848.0088380619563,2848.438598625576
2021-09-29,Post-lockdown,Autumn,2001.546589835942,849.5461738551256,2855.3770265643866,2852.598641536462
2021-09-30,Post-lockdown,Autumn,1994.7751955012945,842.5259860032376,2850.741513519417,2853.201221366901
2021-10-01,Post-lockdown,Autumn,1994.774606139682,843.4252369464178,2851.4290591144577,2845.8038376746144
2021-10-02,Post-lockdown,Autumn,1999.5760765035495,837.5362690782913,2852.215762422242,2857.0269288559143
2021-10-03,Post-lockdown,Autumn,2009.600107626447,847.6889325858567,2853.0182019821336,2854.617031391502
2021-10-04,Post-lockdown,Autumn,1999.9670432431822,861.8972435159062,2851.1898547843903,2848.2473578219456
2021-10-05,Post-lockdown,Autumn,1993.7692852344096,844.0742630524101,2852.8725659158526,2844.111076017754
2021-10-06,Post-lockdown,Autumn,2000.0212846795703,837.3428405829005,2859.640590287811,2851.025477104593
2021-10-07,Post-lockdown,Autumn,1999.9163821512616,855.3253445979276,2856.719248428076,2849.562281430694
2021-10-08,Post-lockdown,Autumn,1987.775566785292,862.3225893464835,2856.1097729624844,2852.3297022852653
2021-10-09,Post-lockdown,Autumn,2000.9435256674108,851.975605326299,2849.4233023698807,2849.8854166942224
2021-10-10,Post-lockdown,Autumn,2000.0503273489564,851.9256619735997,2847.2407958588583,2841.649715696275
2021-10-11,Post-lockdown,Autumn,2004.731031824067,848.9505896317812,2856.5265027911887,2849.8082653084944
2021-10-12,Post-lockdown,Autumn,2010.5247804747266,841.5407138474496,2856.172233962649,2850.2639044446582
2021-10-13,Post-lockdown,Autumn,2006.9078251477388,843.2564404112826,2859.1483533787546,2854.95330512387
2021-10-14,Post-lockdown,Autumn,1999.9255565472258,848.9242333530075,2848.7580968701536,2848.2870016269444
2021-10-15,Post-lockdown,Autumn,1995.7273704562917,847.9617232998513,2850.6162567231986,2860.157373366863
2021-10-16,Post-lockdown,Autumn,2014.1317990162495,849.9301353611503,2843.573579187373,2842.2127972467415
2021-10-17,Post-lockdown,Autumn,2001.5460921700724,854.6466241196408,2849.787644469696,2858.305837489013
2021-10-18,Post-lockdown,Autumn,2001.2746464595646,847.5728108404148,2856.6698525528973,2850.5654051456095
2021-10-19,Post-lockdown,Autumn,2001.07437456445,854.726583782023,2849.3405231038587,2855.9709243617176
2021-10-20,Post-lockdown,Autumn,2002.2054238038393,847.6095514504862,2854.903398976004,2852.100007420294
2021-10-21,Post-lockdown,Autumn,2000.4881979403804,855.6751979643288,2850.741484470011,2857.3917776801272
2021-10-22,Post-lockdown,Autumn,1998.3116899655988,850.9038378353671,2853.2722851411077,2849.715190177236
2021-10-23,Post-lockdown,Autumn,1998.455705293798,848.2968482953925,2845.927543050922,2846.172897874111
2021-10-24,Post-lockdown,Autumn,2000.99623364892,850.8104703027445,2852.05004724817,2858.7265214363556
2021-10-25,Post-lockdown,Autumn,1998.4328761443312,848.9923057892122,2836.6543201454965,2851.0425967705896
2021-10-26,Post-lockdown,Autumn,1997.6057710866141,851.0336711883998,2850.70351920919,2852.745792368121
2021-10-27,Post-lockdown,Autumn,2001.6671511384595,854.2445309925873,2843.4366337814245,2857.762759570224
2021-10-28,Post-lockdown,Autumn,1999.8601139128957,850.0179220079217,2857.618972582734,2846.429223789528
2021-10-29,Post-lockdown,Autumn,2008.6349649429135,848.5981557357311,2855.4480367638225,2854.5384544881963
2021-10-30,Post-lockdown,Autumn,1987.875150958035,844.8344189754458,2853.915354909831,2848.632526217686
2021-10-31,Post-lockdown,Autumn,2006.6475342596123,853.3718900964586,2859.271031135797,2851.0051532217785
2021-11-01,Post-lockdown,Autumn,2007.4404259624882,852.2253611320136,2846.9494173958756,2852.055394826921
2021-11-02,Post-lockdown,Autumn,1990.8380488379591,844.5722857453624,2860.4238159895776,2844.185890692765
2021-11-03,Post-lockdown,Autumn,1999.501562029598,854.6634713896038,2856.361957821302,2847.806814785898
2021-11-04,Post-lockdown,Autumn,1999.377795670021,844.5030798369884,2850.546223563905,2858.4843644620655
2021-11-05,Post-lockdown,Autumn,1994.192441526411,855.6381089561694,2857.4001007359147,2856.152955942924
2021-11-06,Post-lockdown,Autumn,1997.3359165620454,853.9293166359352,2846.183532437942,2851.401802113364
2021-11-07,Post-lockdown,Autumn,1995.6371207726709,852.5743276129904,2847.5434291923616,2852.8816172925644
2021-11-08,Post-lockdown,Autumn,2009.8913522171183,848.5670242041648,2848.539051383802,2850.110787471818
2021-11-09,Post-lockdown,Autumn,2005.7383919657373,853.3028989133322,2848.8391114596798,2858.26691692914
2021-11-10,Post-lockdown,Autumn,3892.2350430968086,855.7978599762059,2846.173211786199,2850.454237111029
2021-11-11,Post-lockdown,Autumn,3304.507066199125,853.3717596055409,2857.5504153354764,2852.5942104606743
2021-11-12,Post-lockdown,Autumn,1995.4397411439138,847.0827498913687,2850.2247279981507,2857.24915072071
2021-11-13,Post-lockdown,Autumn,1998.5873986686013,851.8210349117774,2853.4565248417844,2847.8071425757703
2021-11-14,Post-lockdown,Autumn,2003.7118728061396,856.1661749314751,2848.9192431679317,2859.5649459224846
2021-11-15,Post-lockdown,Autumn,1995.1493609555403,861.4994909027836,2842.6609834972573,2844.111692951283
2021-11-16,Post-lockdown,Autumn,2004.8399921508621,849.483935127504,2853.135286791957,2859.933210655564
2021-11-17,Post-lockdown,Autumn,2000.0233730092093,854.7794155306572,2842.153725122901,2849.8516220802403
2021-11-18,Post-lockdown,Autumn,1999.3658959622521,856.1684026004216,2851.3928297695725,2850.5225062608733
2021-11-19,Post-lockdown,Autumn,2004.7897998410174,846.4319750050512,2844.887424805836,2842.278949144085
2021-11-20,Post-lockdown,Autumn,2003.45631655743,859.4043915903075,2861.6653799961537,2849.455026413111
2021-11-21,Post-lockdown,Autumn,1999.4001691709045,845.1560765795828,2856.2438136108735,2846.4879673448654
2021-11-22,Post-lockdown,Autumn,2007.0316490168211,854.538927575165,2852.2577689563573,2848.6907682731326
2021-11-23,Post-lockdown,Autumn,1995.8796833620006,852.0405988977353,2858.1175333882734,2851.1124451710557
2021-11-24,Post-lockdown,Autumn,2004.3446780347215,850.7838777999908,2847.5394201126715,2856.5599580723647
2021-11-25,Post-lockdown,Autumn,2004.2005062898418,863.2281664072433,2854.44639689335,2852.767016757003
2021-11-26,Post-lockdown,Autumn,1999.62726780343,848.963723823366,2852.6440521685936,2853.1833832670054
2021-11-27,Post-lockdown,Autumn,2002.7556651112106,848.863272036357,2852.895100406668,2846.097403055772
2021-11-28,Post-lockdown,Autumn,1994.7944321180735,857.077394036989,2857.8317675005337,2847.066229551986
2021-11-29,Post-lockdown,Autumn,2005.6501350960345,854.2210188904339,2855.104460513899,2860.4356250917567
2021-11-30,Post-lockdown,Autumn,2000.175489317785,856.8504946047929,2852.983618314125,2847.863994826184
2021-12-01,Post-lockdown,Winter,1998.3513848974046,850.9703469117055,2843.0765628188587,3413.6465073019745
2021-12-02,Post-lockdown,Winter,2006.1800461291843,851.9587130850608,2846.508768523603,3178.290983502494
2021-12-03,Post-lockdown,Winter,1997.5632815472864,859.9386780649728,2850.905455332021,3415.1093054209537
2021-12-04,Post-lockdown,Winter,3365.5835380658937,846.2462296020966,2851.957861871383,3275.1073805196816
2021-12-05,Post-lockdown,Winter,1993.2668541323803,849.9056147795417,2845.8189813766303,3340.8241574784493
2021-12-06,Post-lockdown,Winter,2004.0950497567283,854.4172703571272,2863.549383377892,3334.4045077600936
2021-12-07,Post-lockdown,Winter,1994.6528532375187,849.4426958995608,2859.0589702762677,3140.7282292606765
2021-12-08,Post-lockdown,Winter,2009.818970909922,847.5672706035848,2854.4735916019627,3232.3103231038885
2021-12-09,Post-lockdown,Winter,1990.6653529605815,853.5224225639325,2851.865184306419,5724.4306196402995
2021-12-10,Post-lockdown,Winter,2009.5472818414503,857.1050283324576,2850.429955150494,3315.6003346821453
2021-12-11,Post-lockdown,Winter,2002.125087336013,849.7238281859707,2846.7384076998887,3344.7196080471494
2021-12-12,Post-lockdown,Winter,2000.561434440648,849.5750518959462,2851.8504025925945,3337.710036262534
2021-12-13,Post-lockdown,Winter,1998.3254045659553,847.1815598715827,2852.7587627007138,3378.072884382143
2021-12-14,Post-lockdown,Winter,2003.0406805717605,848.9381157829713,2845.254197122592,3315.277154637082
2021-12-15,Post-lockdown,Winter,2000.846826487876,855.8320303991509,2853.1198820862246,3242.5914472606655
2021-12-16,Post-lockdown,Winter,2006.5765094100825,850.8293143534682,2850.707704755876,3294.75498391008
2021-12-17,Post-lockdown,Winter,2001.61113824331,846.3910466953486,2841.9169622106133,3359.6253386443905
2021-12-18,Post-lockdown,Winter,2001.7265088073093,851.7018119016183,2847.0630749461025,3351.098105731836
2021-12-19,Post-lockdown,Winter,1999.1269389389306,855.6339700549303,2849.2549723328916,3184.844387095446
2021-12-20,Post-lockdown,Winter,2000.6402718813947,847.5605716822629,2860.733438286701,3414.3701287912663
2021-12-21,Post-lockdown,Winter,2002.4990088444604,843.7409739020222,2854.1267656226687,3139.704855582288
2021-12-22,Post-lockdown,Winter,1992.4491580367169,861.3541257993637,2844.7225921545005,3292.0322058551055
2021-12-23,Post-lockdown,Winter,1994.2890728894713,843.5193532497838,2853.872181447088,3310.656542802884
2021-12-24,Post-lockdown,Winter,2004.7313204701136,848.610887180721,2843.6844800553085,3317.6233236989847
2021-12-25,Post-lockdown,Winter,2001.8643271906396,851.5646425592934,2856.8274552694356,3388.4152474522375
2021-12-26,Post-lockdown,Winter,2000.1000833182366,849.0458614937786,2849.0723767409104,3161.7876560909367
2021-12-27,Post-lockdown,Winter,2001.112169665327,850.0334457767249,2850.9598190563042,3214.497707289572
2021-12-28,Post-lockdown,Winter,2002.8079085268082,853.312190839373,2858.126983237711,3154.800061094002
2021-12-29,Post-lockdown,Winter,1998.2612015984532,838.4253917114361,2844.908182157079,3344.694463022571
2021-12-30,Post-lockdown,Winter,1997.0434763729884,844.0395276423808,2844.3234090744354,3330.44870653375
2021-12-31,Post-lockdown,Winter,2001.9742262754883,850.6192969303517,2848.47500336827,3240.1641557942617
