Date,Temp (°C),Humidity (%),Season,Solar Energy (kWh),Total Usage (kWh),Urban Usage (kWh),Rural Usage (kWh)
2023-07-20,23.8,91.4,Monsoon,5.9,3527.126075824421,2468.9882530770947,1058.1378227473265
2023-07-21,23.5,94.1,Monsoon,5.7,3562.349834224859,2493.6448839574014,1068.704950267458
2023-07-22,23.3,92.5,Monsoon,5.2,3681.595490127349,2577.116843089144,1104.4786470382048
2023-07-23,23.5,93.5,Monsoon,5.0,3440.570336010314,2408.39923520722,1032.1711008030943
2023-07-24,23.7,92.7,Monsoon,7.2,3590.339915615738,2513.2379409310165,1077.1019746847217
2023-07-25,23.2,94.1,Monsoon,5.1,3429.8252432422214,2400.877670269555,1028.9475729726666
2023-07-26,23.1,94.7,Monsoon,2.8,3639.309186911522,2547.5164308380654,1091.7927560734568
2023-07-27,22.6,95.4,Monsoon,2.4,3682.918471439099,2578.0429300073693,1104.87554143173
2023-07-28,23.0,93.2,Monsoon,9.2,3625.104058469816,2537.5728409288718,1087.5312175409451
2023-07-29,23.1,92.6,Monsoon,7.9,3663.32093743186,2564.324656202302,1098.9962812295582
2023-07-30,23.7,90.4,Monsoon,13.1,3621.524239228255,2535.0669674597784,1086.4572717684766
2023-07-31,23.7,91.2,Monsoon,14.6,3514.490803833865,2460.143562683705,1054.3472411501596
2023-08-01,23.6,91.1,Monsoon,12.3,3688.4960396003967,2581.9472277202776,1106.5488118801193
2023-08-02,23.9,89.8,Monsoon,10.8,3482.0281952544374,2437.419736678106,1044.6084585763313
2023-08-03,23.6,91.5,Monsoon,10.9,3575.44650932813,2502.812556529691,1072.6339527984392
2023-08-04,24.2,88.9,Monsoon,12.5,3394.260519744425,2375.9823638210974,1018.2781559233276
2023-08-05,23.8,89.8,Monsoon,13.8,3576.0889977239126,2503.262298406739,1072.826699317174
2023-08-06,23.9,87.7,Monsoon,16.3,3520.3411518370644,2464.238806285945,1056.1023455511197
2023-08-07,24.3,84.4,Monsoon,16.0,3669.9980494324464,2568.998634602712,1100.9994148297342
2023-08-08,24.5,84.5,Monsoon,16.7,3668.463307073135,2567.924314951194,1100.5389921219405
2023-08-09,24.6,84.4,Monsoon,14.9,3522.4001492460534,2465.6801044722374,1056.7200447738162
2023-08-10,24.6,84.1,Monsoon,14.7,3511.6667700606868,2458.1667390424805,1053.500031018206
2023-08-11,24.5,84.1,Monsoon,18.8,3674.925895136436,2572.448126595505,1102.477768540931
2023-08-12,24.3,84.8,Monsoon,13.7,3565.881244700761,2496.1168712905323,1069.7643734102285
2023-08-13,24.0,84.9,Monsoon,17.1,3612.749059147549,2528.924341403284,1083.824717744265
2023-08-14,24.8,81.8,Monsoon,18.2,3573.290973977821,2501.3036817844745,1071.9872921933463
2023-08-15,24.1,85.0,Monsoon,14.5,3522.840635460562,2465.9884448223934,1056.8521906381688
2023-08-16,24.6,83.3,Monsoon,16.6,3529.6846077467376,2470.779225422716,1058.9053823240215
2023-08-17,23.9,85.3,Monsoon,16.5,3489.038731076075,2442.327111753252,1046.7116193228226
2023-08-18,24.1,84.8,Monsoon,12.3,3663.084328547016,2564.159029982911,1098.9252985641049
2023-08-19,23.6,87.7,Monsoon,8.2,3584.710916789369,2509.2976417525583,1075.413275036811
2023-08-20,23.9,88.0,Monsoon,16.1,3402.4786799424296,2381.7350759597007,1020.743603982729
2023-08-21,24.3,85.1,Monsoon,16.6,3546.4038753908144,2482.48271277357,1063.9211626172444
2023-08-22,23.7,87.7,Monsoon,16.0,3664.308146759763,2565.015702731834,1099.2924440279292
2023-08-23,24.2,83.9,Monsoon,17.0,3467.707546629473,2427.395282640631,1040.312263988842
2023-08-24,24.1,86.3,Monsoon,16.8,3535.32473336642,2474.7273133564936,1060.597420009926
2023-08-25,23.8,89.8,Monsoon,12.9,3514.1718570541266,2459.920299937889,1054.251557116238
2023-08-26,23.8,89.7,Monsoon,17.1,3606.316087075838,2524.4212609530864,1081.8948261227515
2023-08-27,24.1,87.5,Monsoon,15.1,3667.732535343252,2567.412774740276,1100.3197606029755
2023-08-28,23.9,87.1,Monsoon,15.0,3481.306727839608,2436.9147094877253,1044.3920183518826
2023-08-29,24.5,83.6,Monsoon,15.4,3614.61536439804,2530.230755078628,1084.3846093194122
2023-08-30,25.2,79.5,Monsoon,19.8,3618.0363454371177,2532.625441805982,1085.4109036311354
2023-08-31,25.8,80.9,Monsoon,19.3,3676.72905503877,2573.710338527139,1103.0187165116313
2023-09-01,26.1,82.6,Autumn,20.1,4417.359986366,2999.0752888768766,1082.1144152121917
2023-09-02,24.0,92.7,Autumn,10.5,4487.320925283753,2445.336019248405,1412.4816817189057
2023-09-03,24.0,87.9,Autumn,13.9,4193.7222749715465,2410.655921057519,1373.4589053067252
2023-09-04,24.3,83.5,Autumn,15.4,4502.3050975975,2904.781454672841,1429.6433833499223
2023-09-05,24.8,79.2,Autumn,20.3,4094.415370853681,2914.341567397103,1330.715390147086
2023-09-06,24.9,81.2,Autumn,18.5,4136.999823110247,3014.0527898289606,1281.1347931121136
2023-09-07,23.0,89.9,Autumn,4.7,3996.91417189135,3105.3856055022834,1194.9693379440466
2023-09-08,22.5,95.5,Autumn,4.4,3405.145757670173,3362.67168334662,1422.1066141014592
2023-09-09,23.5,92.0,Autumn,9.4,3526.5131921555358,2889.2735833897136,1392.6752388303482
2023-09-10,24.5,86.4,Autumn,13.1,3413.9902476719044,2690.1042254538797,1030.2849159470986
2023-09-11,24.8,85.1,Autumn,14.2,4304.28940312441,3176.562306008497,1021.9621872557367
2023-09-12,24.6,82.8,Autumn,18.9,3830.349427661299,2636.4094924533215,1176.5242675085387
2023-09-13,24.7,82.3,Autumn,17.5,4116.158614885596,2809.614722562594,1368.1681955752265
2023-09-14,24.2,82.6,Autumn,19.2,4703.326601929746,2438.237306119807,1446.1885464380955
2023-09-15,24.4,81.7,Autumn,16.3,3734.6006656458662,2383.531586639611,1076.7282847738106
2023-09-16,24.0,86.1,Autumn,8.9,3971.664069690908,3349.07018998328,1272.6209966249953
2023-09-17,24.1,86.8,Autumn,14.5,4479.618627226459,3218.5853594043665,1178.478934969873
2023-09-18,24.4,86.5,Autumn,14.8,3704.4413040087534,3074.3610438937767,1438.5236135913597
2023-09-19,24.6,86.5,Autumn,15.4,3481.0233546831905,2778.6917846726155,1382.1039107805414
2023-09-20,24.9,86.4,Autumn,14.9,3794.1410467771825,2535.9327274480684,1380.4305886410862
2023-09-21,24.9,88.9,Autumn,10.3,3604.994188826489,2518.567537524127,1217.2422782186263
2023-09-22,24.1,91.1,Autumn,8.1,4735.895165416269,2615.199778780702,1193.4579012623196
2023-09-23,23.3,94.7,Autumn,3.9,4556.980285581165,2923.191975091298,1131.0265255241475
2023-09-24,23.7,92.2,Autumn,8.2,4299.8647663349,3093.5438358660995,1035.2104803268044
2023-09-25,24.2,89.1,Autumn,7.5,4650.192659188827,3037.5062527992804,1392.082981719446
2023-09-26,24.0,89.1,Autumn,13.8,4550.434098792743,2645.7853722097434,1369.204658838391
2023-09-27,23.6,93.1,Autumn,9.1,3642.2978092061626,3341.0525488681606,1451.6812934631823
2023-09-28,24.9,86.6,Autumn,13.5,4681.241383180183,3117.5468926205563,1450.3211524727499
2023-09-29,24.5,89.2,Autumn,14.7,4161.442475751529,2928.473851929468,1255.535989236226
2023-09-30,24.7,87.7,Autumn,16.0,4555.979257477234,2987.5690135136174,1349.8174941033733
2023-10-01,24.5,90.3,Autumn,7.6,4686.439569256227,2789.659702092663,1427.4208701304785
2023-10-02,23.5,87.6,Autumn,8.2,3835.717132636966,2612.612185898544,1385.4276114232364
2023-10-03,24.9,82.3,Autumn,16.5,3529.692611695992,2724.1152148400133,1119.5218978585012
2023-10-04,25.8,80.3,Autumn,18.1,3703.1712963378195,3138.0971588590533,1209.2297678357988
2023-10-05,25.3,76.7,Autumn,22.6,3996.2766247271225,2372.24418797573,1067.3434416975174
2023-10-06,25.2,76.6,Autumn,22.5,4571.5410082051,2476.986949323262,1431.5201836609217
2023-10-07,25.7,76.4,Autumn,19.4,4634.402225196614,2404.805730327453,1277.9381984894283
2023-10-08,26.2,72.7,Autumn,19.3,3377.969457915728,2399.3729889721644,1111.263802198339
2023-10-09,26.1,73.2,Autumn,16.6,4119.361747843601,3238.652772453399,1306.8669244409207
2023-10-10,26.0,69.8,Autumn,18.8,3982.006694428099,3082.276206909879,1283.2155285367405
2023-10-11,25.9,71.9,Autumn,17.5,3694.595680420854,2845.8777852643384,1168.4448173426686
2023-10-12,26.0,73.1,Autumn,17.5,3544.134216613459,2458.198941087338,1060.4554809425451
2023-10-13,25.9,69.9,Autumn,18.2,3864.5779898537107,2863.8453629924497,1306.8106401244183
2023-10-14,25.5,68.9,Autumn,18.7,4755.338212336112,2845.154573826011,1240.0292906491807
2023-10-15,26.0,69.0,Autumn,18.1,3843.3687291225,2535.8374917487768,1351.2880681419483
2023-10-16,26.1,70.3,Autumn,17.2,4131.198413111216,2804.3406915435394,1239.9656286969937
2023-10-17,26.2,71.5,Autumn,18.4,4402.311508927094,2767.928768379651,1386.546381185638
2023-10-18,25.9,72.5,Autumn,18.2,3902.8612041883734,2991.8227833768933,1253.9798156753768
2023-10-19,25.8,74.8,Autumn,15.9,4797.827224196838,3011.6461475849273,1257.9669195043296
2023-10-20,25.8,75.6,Autumn,16.9,4784.090014967062,2404.0860481738364,1397.3504315218252
2023-10-21,25.8,71.8,Autumn,17.5,3738.265083920969,2743.3167751337437,1188.4529537657895
2023-10-22,25.7,67.0,Autumn,18.5,4099.496722648847,3002.1341984816527,1069.4872073037018
2023-10-23,24.9,64.3,Autumn,18.4,3810.5154909496187,2875.71285749301,1023.0286818157799
2023-10-24,25.0,65.4,Autumn,17.7,3786.9140088915683,3239.7130413177474,1343.7028653559573
2023-10-25,24.5,64.4,Autumn,18.0,3422.0219689850205,3035.957199614809,1284.178543172237
2023-10-26,24.0,59.7,Autumn,29.0,4264.782326007667,2525.2606891890623,1321.1617833461873
2023-10-27,23.3,54.3,Autumn,21.7,4107.48835080842,2430.1120164776926,1104.3419261548256
2023-10-28,22.9,58.6,Autumn,21.6,3443.495479460097,3019.1924972730367,1070.5274535526653
2023-10-29,22.9,61.8,Autumn,20.5,3777.7987842034113,2384.727121843037,1016.7428228583138
2023-10-30,23.3,60.4,Autumn,20.6,4704.355866843596,2960.8421164904803,1165.1005030517035
2023-10-31,23.6,59.1,Autumn,18.4,3720.281358258365,3325.97655350488,1270.7610104528728
2023-11-01,22.6,60.7,Autumn,20.9,3580.967999225106,2950.2303301242705,1183.4911900670847
2023-11-02,22.8,65.8,Autumn,20.5,4088.0243902134416,2757.2825707282914,1203.4599146274547
2023-11-03,23.2,68.0,Autumn,19.8,4818.236120892635,3020.087618820456,1409.493499271579
2023-11-04,24.0,67.1,Autumn,19.1,3723.9506537112734,2829.4771461856003,1164.070921013124
2023-11-05,24.3,66.6,Autumn,18.3,4356.863032174466,2919.4733335653996,1237.239899007677
2023-11-06,23.3,58.8,Autumn,19.4,4488.549085774177,3327.248318572599,1356.2921259946274
2023-11-07,24.1,65.8,Autumn,17.9,3717.449461751931,2755.1529945848815,1185.3890153000232
2023-11-08,24.4,75.2,Autumn,13.9,4439.392353482183,3347.5684138446827,1284.9631265981889
2023-11-09,24.8,77.9,Autumn,15.3,3908.973599742938,3290.0460260012524,1391.0416669140302
2023-11-10,24.5,80.0,Autumn,16.1,4298.249042614576,2559.1073748721647,1429.520081345654
2023-11-11,24.7,75.7,Autumn,17.6,4300.050122438659,2428.868189391207,1075.2522214868015
2023-11-12,24.4,68.8,Autumn,17.9,4156.192405834492,2461.2314802161613,1419.3955212783694
2023-11-13,23.9,67.0,Autumn,17.4,3500.6103382408264,2376.1878734179145,1227.5832251272243
2023-11-14,23.7,69.4,Autumn,18.3,4596.981882188114,2454.7055637849726,1124.3324379090172
2023-11-15,22.7,66.1,Autumn,19.5,3839.803202794872,3061.002900349721,1213.0228340664178
2023-11-16,21.9,65.0,Autumn,19.6,3642.2219497054507,2430.750595257776,1442.9906306538041
2023-11-17,21.9,67.2,Autumn,19.4,3427.7438920238706,2686.0034393665674,1227.8047623801785
2023-11-18,22.3,69.7,Autumn,18.6,4237.305236223469,3227.7485634044356,1155.4602733868046
2023-11-19,23.9,71.1,Autumn,16.0,4364.852154321568,2381.3901441447115,1289.9581486273553
2023-11-20,24.1,72.1,Autumn,15.5,3392.149491579688,3196.425572313364,1116.3421143066455
2023-11-21,23.6,65.3,Autumn,18.8,4121.342181503084,2647.7641264002013,1043.814053043565
2023-11-22,22.6,65.7,Autumn,17.9,3701.0530730235123,2479.142174377837,1067.2199615072652
2023-11-23,23.0,70.1,Autumn,15.5,4317.184247498635,3075.14699125179,1066.8518152290146
2023-11-24,23.4,76.0,Autumn,14.5,3624.338770285268,3005.3100187643604,1077.3842432930683
2023-11-25,24.0,77.1,Autumn,14.0,4384.532608997883,3261.327409939582,1071.6116053883677
2023-11-26,24.1,78.3,Autumn,13.8,3936.8639524216987,3114.635875716417,1293.2577543539885
2023-11-27,23.2,84.1,Autumn,14.1,4746.244053758396,3185.106963364927,1090.618792396857
2023-11-28,23.1,82.9,Autumn,14.6,3570.116419796763,2647.9493415351553,1162.9282783999254
2023-11-29,22.8,79.1,Autumn,16.2,3869.6567959303447,2540.2028474250287,1406.2396339284116
2023-11-30,23.3,77.6,Autumn,15.5,3534.727883097843,3130.647918011879,1219.5682299239627
2023-12-01,22.7,76.1,Winter,16.7,3569.0102483423366,2498.307173839636,1070.7030745027012
2023-12-02,23.1,77.1,Winter,14.3,3466.6001290432782,2426.6200903302947,1039.9800387129835
2023-12-03,23.6,74.5,Winter,16.0,3450.9291466685013,2415.650402667951,1035.2787440005504
2023-12-04,23.4,74.6,Winter,16.6,3503.261679554778,2452.2831756883443,1050.9785038664336
2023-12-05,22.4,76.3,Winter,16.8,3612.049068792585,2528.4343481548094,1083.6147206377757
2023-12-06,22.0,79.2,Winter,14.1,3500.6724703357977,2450.470729235058,1050.2017411007394
2023-12-07,21.1,80.6,Winter,13.0,3666.250731067066,2566.3755117469464,1099.87521932012
2023-12-08,22.0,76.0,Winter,16.2,3612.5095303767625,2528.7566712637336,1083.752859113029
2023-12-09,22.1,74.5,Winter,15.1,3389.402164084645,2372.5815148592515,1016.8206492253936
2023-12-10,22.3,73.1,Winter,15.3,3615.47950706482,2530.835654945374,1084.643852119446
2023-12-11,22.8,69.4,Winter,16.1,3405.937866174478,2384.156506322134,1021.7813598523436
2023-12-12,22.5,68.0,Winter,15.7,3531.893829866202,2472.3256809063414,1059.5681489598608
2023-12-13,21.6,68.0,Winter,16.9,3523.348415950373,2466.343891165261,1057.0045247851122
2023-12-14,21.2,62.8,Winter,18.4,3580.1432730915826,2506.100291164108,1074.042981927475
2023-12-15,20.4,64.2,Winter,18.4,3453.232562502933,2417.2627937520533,1035.96976875088
2023-12-16,19.7,72.4,Winter,17.9,3668.618173850085,2568.032721695059,1100.5854521550257
2023-12-17,21.0,71.2,Winter,14.9,3378.65051657998,2365.0553616059856,1013.595154973994
2023-12-18,21.3,66.3,Winter,16.6,3650.3683761876646,2555.257863331365,1095.1105128562997
2023-12-19,20.9,65.5,Winter,16.0,3485.2314530038966,2439.6620171027275,1045.569435901169
2023-12-20,20.4,61.9,Winter,17.3,3555.301653082115,2488.711157157481,1066.5904959246348
2023-12-21,21.4,60.2,Winter,16.1,3570.558362508385,2499.3908537558696,1071.1675087525157
2023-12-22,21.4,63.5,Winter,15.0,3436.979645618201,2405.8857519327407,1031.0938936854604
2023-12-23,20.8,60.9,Winter,18.6,3423.8421674304477,2396.689517201313,1027.1526502291342
2023-12-24,20.4,58.9,Winter,18.0,3550.053954554126,2485.037768187888,1065.016186366238
2023-12-25,20.9,58.4,Winter,18.6,3393.036269542564,2375.125388679794,1017.9108808627692
2023-12-26,21.4,60.1,Winter,18.6,3380.744863173169,2366.5214042212183,1014.2234589519508
2023-12-27,21.3,64.9,Winter,18.5,3416.3183013140733,2391.422810919851,1024.8954903942222
2023-12-28,21.2,65.5,Winter,18.6,3541.190131694207,2478.8330921859447,1062.3570395082622
2023-12-29,21.3,65.7,Winter,18.6,3452.5713936830484,2416.799975578134,1035.7714181049146
2023-12-30,21.7,62.3,Winter,18.8,3667.985341595464,2567.5897391168246,1100.3956024786394
2023-12-31,21.4,63.2,Winter,18.5,3518.1626295864626,2462.7138407105235,1055.4487888759388
2024-01-01,21.5,64.0,Winter,18.2,3558.250483769426,2490.775338638598,1067.475145130828
2024-01-02,22.0,65.2,Winter,18.2,3488.336166771522,2441.835316740065,1046.5008500314568
2024-01-03,22.1,69.8,Winter,17.9,3503.4024530002503,2452.381717100175,1051.0207359000751
2024-01-04,21.8,67.1,Winter,18.2,3481.926443808832,2437.3485106661824,1044.5779331426495
2024-01-05,21.2,61.1,Winter,18.9,3623.311523792159,2536.318066654511,1086.9934571376475
2024-01-06,21.4,67.4,Winter,16.2,3418.2471782328885,2392.7730247630216,1025.474153469867
2024-01-07,22.2,69.4,Winter,14.2,3632.1286322782375,2542.4900425947662,1089.6385896834715
2024-01-08,22.7,63.4,Winter,15.6,3644.8183861181,2551.3728702826697,1093.44551583543
2024-01-09,21.4,81.5,Winter,10.1,3634.186882818363,2543.9308179728537,1090.256064845509
2024-01-10,20.7,83.8,Winter,9.4,3578.393250037197,2504.8752750260383,1073.5179750111597
2024-01-11,23.0,71.3,Winter,16.6,3465.481303545319,2425.836912481723,1039.6443910635958
2024-01-12,22.8,66.5,Winter,18.7,3624.845299684154,2537.391709778907,1087.4535899052462
2024-01-13,23.3,61.6,Winter,19.0,3669.650116340868,2568.7550814386072,1100.8950349022605
2024-01-14,23.2,63.2,Winter,19.1,3558.009499584685,2490.6066497092797,1067.4028498754055
2024-01-15,21.2,55.8,Winter,19.9,3410.739674206238,2387.5177719443664,1023.2219022618716
2024-01-16,20.5,59.8,Winter,19.9,3630.1287895280498,2541.090152669635,1089.0386368584152
2024-01-17,20.6,65.5,Winter,19.7,3579.319637313031,2505.5237461191214,1073.7958911939097
2024-01-18,19.4,71.2,Winter,19.4,3408.325065368352,2385.827545757846,1022.4975196105056
2024-01-19,20.2,68.9,Winter,19.0,3593.991443780364,2515.7940106462543,1078.1974331341094
2024-01-20,20.9,67.7,Winter,19.2,3536.437897889876,2475.5065285229134,1060.931369366963
2024-01-21,20.7,67.1,Winter,19.8,3672.8016473812418,2570.9611531668693,1101.8404942143727
2024-01-22,21.0,66.4,Winter,20.0,3642.815483156388,2549.970838209471,1092.8446449469163
2024-01-23,19.5,64.9,Winter,20.2,3515.972732745359,2461.180912921751,1054.7918198236075
2024-01-24,18.8,58.2,Winter,20.6,3582.2537478806653,2507.5776235164653,1074.6761243641995
2024-01-25,18.8,52.6,Winter,20.6,3533.4419939834547,2473.4093957884184,1060.0325981950366
2024-01-26,19.9,59.6,Winter,20.1,3462.602448845322,2423.8217141917253,1038.7807346535967
2024-01-27,21.1,61.7,Winter,20.0,3457.4683990131307,2420.2278793091914,1037.2405197039393
2024-01-28,22.3,60.4,Winter,19.8,3561.808647359408,2493.2660531515853,1068.5425942078225
2024-01-29,22.3,56.3,Winter,20.1,3598.0690321120123,2518.6483224784083,1079.4207096336038
2024-01-30,22.0,57.9,Winter,20.2,3428.0870640925923,2399.6609448648146,1028.426119227778
2024-01-31,21.9,56.7,Winter,20.5,3647.94917276152,2553.564420933064,1094.3847518284565
2024-02-01,20.3,65.6,Winter,20.8,3611.743263865028,2528.220284705519,1083.5229791595084
2024-02-02,20.5,65.9,Winter,20.8,3549.795764044252,2484.8570348309763,1064.9387292132758
2024-02-03,21.6,58.7,Winter,20.8,3424.827296407644,2397.3791074853507,1027.4481889222934
2024-02-04,23.3,59.8,Winter,19.9,3446.3121555635457,2412.418508894482,1033.893646669064
2024-02-05,24.8,57.4,Winter,20.2,3556.174950724723,2489.322465507306,1066.852485217417
2024-02-06,24.4,54.6,Winter,20.7,3463.7243784753787,2424.607064932765,1039.1173135426138
2024-02-07,23.9,57.1,Winter,21.2,3461.9335464503342,2423.3534825152337,1038.5800639351005
2024-02-08,22.7,58.8,Winter,21.5,3639.735209160525,2547.8146464123674,1091.920562748158
2024-02-09,22.9,56.0,Winter,21.9,3592.304077136233,2514.612853995363,1077.69122314087
2024-02-10,23.1,52.4,Winter,22.2,3418.2842565963274,2392.798979617429,1025.4852769788984
2024-02-11,22.2,51.9,Winter,22.1,3665.264526238957,2565.6851683672694,1099.579357871687
2024-02-12,22.8,50.1,Winter,21.5,3369.849375706764,2358.8945629947348,1010.9548127120294
2024-02-13,22.6,48.6,Winter,21.3,3539.1032662131,2477.37228634917,1061.73097986393
2024-02-14,22.2,51.7,Winter,20.6,3367.7386016860805,2357.417021180256,1010.3215805058244
2024-02-15,23.4,54.3,Winter,20.0,3395.4023306978406,2376.781631488488,1018.6206992093524
2024-02-16,24.9,52.1,Winter,20.2,3402.394815409205,2381.6763707864434,1020.7184446227616
2024-02-17,25.0,50.6,Winter,22.2,3410.31667757263,2387.2216743008407,1023.0950032717892
2024-02-18,25.0,47.1,Winter,22.5,3385.3277065656544,2369.7293945959577,1015.5983119696964
2024-02-19,24.6,47.9,Winter,22.5,3477.1087230464864,2433.9761061325403,1043.132616913946
2024-02-20,24.0,42.7,Winter,23.0,3501.3928905686303,2450.975023398041,1050.4178671705893
2024-02-21,22.7,54.6,Winter,23.2,3477.055006058892,2433.938504241224,1043.1165018176675
2024-02-22,22.2,61.0,Winter,23.0,3408.311835895146,2385.818285126602,1022.493550768544
2024-02-23,22.0,52.0,Winter,23.5,3502.8172594201496,2451.972081594105,1050.845177826045
2024-02-24,22.2,48.0,Winter,23.9,3416.171360261884,2391.3199521833185,1024.851408078565
2024-02-25,22.5,38.1,Winter,23.6,3621.4578071092265,2535.0204649764582,1086.4373421327682
2024-02-26,24.5,48.4,Winter,22.7,3427.745088143652,2399.421561700556,1028.3235264430955
2024-02-27,26.0,51.6,Winter,20.6,3500.456727500823,2450.319709250576,1050.1370182502471
2024-02-28,25.7,54.5,Winter,20.6,3471.950267473332,2430.365187231332,1041.5850802419995
2024-02-29,26.2,51.4,Winter,18.9,3576.168959346692,2503.318271542684,1072.8506878040075
2024-03-01,26.4,53.0,Summer,21.0,4705.5794915265615,3293.9056440685927,1411.6738474579686
2024-03-02,25.0,56.4,Summer,20.8,4769.721377287779,3338.8049641014454,1430.916413186334
2024-03-03,23.5,68.7,Summer,22.0,4795.480870329856,3356.836609230899,1438.644261098957
2024-03-04,22.5,57.2,Summer,24.5,4690.90590950642,3283.634136654494,1407.2717728519262
2024-03-05,23.2,47.6,Summer,24.5,4792.266011364098,3354.5862079548683,1437.6798034092296
2024-03-06,24.1,44.7,Summer,24.7,4444.5990676811625,3111.2193473768134,1333.379720304349
2024-03-07,24.3,37.2,Summer,25.0,4465.30806348594,3125.7156444401576,1339.5924190457822
2024-03-08,25.1,42.6,Summer,24.9,4760.297821720704,3332.2084752044925,1428.0893465162114
2024-03-09,25.1,39.9,Summer,24.9,4556.534011413446,3189.573807989412,1366.960203424034
2024-03-10,25.5,40.5,Summer,24.9,4458.061168459019,3120.642817921313,1337.418350537706
2024-03-11,26.0,40.2,Summer,25.0,4443.1478118840005,3110.2034683188003,1332.9443435652004
2024-03-12,26.5,45.1,Summer,25.0,4621.9787299682,3235.38511097774,1386.5936189904603
2024-03-13,25.5,46.7,Summer,25.9,4683.807581665872,3278.6653071661103,1405.142274499762
2024-03-14,25.6,48.2,Summer,25.8,4825.889251183586,3378.12247582851,1447.766775355076
2024-03-15,24.8,41.1,Summer,25.7,4549.404738249057,3184.58331677434,1364.8214214747172
2024-03-16,25.5,44.9,Summer,25.3,4604.073857124397,3222.851699987078,1381.2221571373193
2024-03-17,25.8,42.4,Summer,25.2,4837.572962348508,3386.301073643955,1451.2718887045526
2024-03-18,25.5,41.8,Summer,25.6,4561.259373436134,3192.8815614052937,1368.3778120308405
2024-03-19,25.7,45.3,Summer,26.1,4618.474067566387,3232.9318472964706,1385.5422202699162
2024-03-20,25.5,38.6,Summer,26.5,4642.494361359628,3249.74605295174,1392.7483084078883
2024-03-21,26.0,37.5,Summer,25.8,4710.465833497348,3297.3260834481434,1413.1397500492046
2024-03-22,27.2,47.1,Summer,25.9,4616.097630190368,3231.2683411332578,1384.8292890571108
2024-03-23,27.1,49.2,Summer,26.0,4441.903855491374,3109.3326988439617,1332.5711566474124
2024-03-24,27.3,43.6,Summer,25.6,4744.930985967681,3321.451690177377,1423.4792957903046
2024-03-25,28.1,49.8,Summer,25.1,4822.637364653588,3375.846155257512,1446.7912093960765
2024-03-26,28.3,51.1,Summer,25.4,4515.007716417556,3160.5054014922885,1354.5023149252668
2024-03-27,28.9,52.4,Summer,23.8,4738.286949204145,3316.800864442901,1421.4860847612435
2024-03-28,28.6,54.8,Summer,21.7,4519.878606076184,3163.9150242533287,1355.9635818228553
2024-03-29,28.6,57.1,Summer,20.4,4670.786827312826,3269.550779118978,1401.236048193848
2024-03-30,28.7,57.5,Summer,22.3,4482.018060359732,3137.412642251812,1344.6054181079198
2024-03-31,29.0,45.4,Summer,20.6,4711.860281832204,3298.3021972825427,1413.5580845496615
2024-04-01,29.1,41.5,Summer,24.3,4791.803351151994,3354.262345806396,1437.5410053455985
2024-04-02,28.4,43.2,Summer,26.7,4774.89788739191,3342.428521174337,1432.4693662175737
2024-04-03,28.5,47.7,Summer,24.9,4586.023233912127,3210.2162637384886,1375.806970173638
2024-04-04,28.7,44.4,Summer,26.3,4449.345491136789,3114.541843795752,1334.8036473410368
2024-04-05,29.2,47.5,Summer,26.0,4726.79691544447,3308.757840811129,1418.0390746333412
2024-04-06,29.5,38.8,Summer,24.3,4632.880227965685,3243.016159575979,1389.8640683897056
2024-04-07,28.8,36.4,Summer,24.0,4636.080073806126,3245.256051664288,1390.824022141838
2024-04-08,28.2,31.3,Summer,27.1,4521.6448978097,3165.1514284667896,1356.49346934291
2024-04-09,28.7,42.8,Summer,26.9,4795.685830026726,3356.980081018708,1438.705749008018
2024-04-10,28.4,46.6,Summer,26.8,4822.340187745,3375.6381314215,1446.7020563235
2024-04-11,28.8,43.8,Summer,24.3,4752.05566330809,3326.4389643156624,1425.616698992427
2024-04-12,28.6,48.8,Summer,24.6,4486.347661553687,3140.443363087581,1345.9042984661064
2024-04-13,27.9,46.0,Summer,27.3,4782.059481426757,3347.44163699873,1434.6178444280274
2024-04-14,28.4,49.8,Summer,27.3,4764.352520578297,3335.046764404808,1429.3057561734893
2024-04-15,29.9,53.8,Summer,22.2,4811.757087280532,3368.229961096372,1443.5271261841597
2024-04-16,30.7,46.7,Summer,19.6,4821.961405485857,3375.3729838401,1446.5884216457573
2024-04-17,30.1,54.4,Summer,21.1,4563.793648314967,3194.6555538204766,1369.1380944944904
2024-04-18,29.8,62.9,Summer,23.0,4440.03834266035,3108.026839862245,1332.0115027981053
2024-04-19,30.0,60.0,Summer,21.3,4574.030431500881,3201.8213020506164,1372.2091294502643
2024-04-20,28.5,59.3,Summer,20.4,4599.56441556546,3219.695090895822,1379.8693246696382
2024-04-21,28.3,56.2,Summer,19.4,4774.4344923474855,3342.10414464324,1432.330347704246
2024-04-22,29.5,47.4,Summer,24.1,4837.920141800985,3386.5440992606896,1451.376042540296
2024-04-23,29.9,45.4,Summer,26.1,4810.87784184088,3367.614489288616,1443.2633525522642
2024-04-24,29.6,48.9,Summer,22.4,4782.9571497169545,3348.070004801868,1434.8871449150863
2024-04-25,30.2,48.6,Summer,23.5,4575.900688518553,3203.130481962987,1372.770206555566
2024-04-26,30.7,45.2,Summer,23.3,4665.519273426568,3265.863491398597,1399.6557820279706
2024-04-27,31.5,46.0,Summer,24.4,4769.783943464252,3338.8487604249763,1430.935183039276
